PlanetName,Position,System,Sector,PlanetType,Environment,Length of Day,Length of Year,Sentient Species,Other Species,Capital City,Region,World,Atmosphere,Gravity,Diameter
Seoul 5,5th,Seoul,,Planet,,,,Seoulian (extinct),,,,,,,
Sep Elopor,7th,Calamari,,Planet,Gas giant,,,,,,Outer Rim,,,,
Sepan 8,8th,Sepan,Sepan,Planet,,,,,,,,,,,
Serat,,,,Planet,Temperate,,,,,,,,,,
Seregar,,,,Planet,Jungle,,,,,,Outer Rim,,,,
Serenity,,,,Planet,,,,,,,,,,,
Serenno,,,,Planet,,,,Human,,,Mid Rim,,,,
Serias,1st,Serianan,,Planet,,,,,,,,,,,
Sermeria,,,,Planet,,,,Human,,Addolis,Expansion,,,,
Sern Prime,,,Sern,Planet,,,,Human,,,,,,,
Sernpidal (destroyed),3rd,Julevian,,Planet,Temperate,,,Human,,Sernpidal City,Outer Rim,,,,
Serphidi,4th,Belial,,Planet,Swamp,,,Serp,,,,,,,
Serpine,,,,Planet,,,,,,,,,,,
Serrata,8th,Derilyn,Elrood,Planet,Gas giant,,,None,None,,Outer Rim,,,,
Sesid,,Sesid,,Planet,Oceanic,,,Draedan,,,,,,,
Sessa,1st,Kothlis,,Planet,Volcanic,,,,,,Mid Rim,,,,
Sestooine,,,,Planet,,,,,,,,,,,
Sestria,,,,Planet,Urban,,,,,,,,,,
Setolio,,Setolio,Tapani,Planet,,,,,,,Colonies,,,,
Setor,,,,Planet,,,,,,,,,,,
Sev Tok,,,,Planet,,,,,,,,,,,
Sevarcos (Sevarcos II),2nd,Sevarcos,,Planet,Arid desert,26,378,Human,,,,,,,
Sevetta,,,,Planet,Poisonous,24,,Polydroxol,,,,,,,
Seylott,,,,Planet,Jungle,,,Seylott,,,,,,,
Shadda-Bi-Boran,,,,Planet,,,,,,,,,,,
Shador,,,,Planet,Swamp,,,Shadorian,Various,,,,,,
Shadren V,5th,Shadren,,Planet,,,,,,,,,,,
Shalam,,,,Planet,,,,Shalamite,,,,,,,
Shallow March,,,,Planet,,,,,,,Outer Rim,,,,
Shalm,,,,Planet,,,,,,,,,,,
Shalyvane,,,,Planet,,,,,,,,,,,
Shantipole,,Roche,,Planet,Asteroid,,,None,Verpine,,,,,,
Shatuun,,Shatuun,Kathol,Planet,Mountain,,,,Duinuogwuin,,Outer Rim,,,,
Shaum Hii,,,Tragan Cluster,Planet,Oceanic,,,Kian'thar,Derlac,,,,,,
Shawken,,,,Planet,Temperate,,,Human,,,,,,,
Shawti,,,,Planet,,,,,"Hutt, Klatooinan",,,,,,
Shaymore,,,,Planet,,,,Sessehshellah,,,,,,,
Shella,,Shella,Tapani,Planet,,,,,,,Colonies,,,,
Shella,1st,Essesia,Darpa,Planet,Hot rock,,,,,,Core Worlds,,,,
Sheris,,,,Planet,Temperate,,,,,,,,,,
Shesharile,,Shesharile,Minos Cluster,Planet,Gas giant,26,377,None,None,,,,,,
Sheva,,Sheva,Tapani,Planet,,,,,,,Colonies,,,,
Shibric,,,,Planet,,,,,,,,,,,
Shifa,,Shifa,Tapani,Planet,,,,,,,Colonies,,,,
Shiffrin,,,,Planet,Temperate,,,Human,,,Outer Rim,,,,
Shikitari,,,,Planet,Jungle,,,Shikitari,,,Unknown Regions,,,,
Shili,,,,Planet,Temperate,,,Togruta,,,Expansion,,,,
Shimia,,,,Planet,,,,Pacithhip,,,Outer Rim,,,,
Shimmer,,,,Planet,Glaciers,,,,,,,,,,
Shinbone,,,,Planet,,,,Human,,,Wild Space,,,,
Shindra,,Shindra,Tapani,Planet,,,,,,,Colonies,,,,
Shintel,3rd,Shintel,Kathol,Planet,Forest,19,343,,Human,,Outer Rim,,,,
Shiva IV,4th,Shiva,,Planet,Arid,,,"Human, Various",,Illyriaqum,,,,,
Shogun,,,,Planet,,,,,,,,,,,
Shopani,,Shopani,Tapani,Planet,,,,,,,Colonies,,,,
Shownar,,,Parmic,Planet,,25,370,,,,,,,,
Shron,1st,Hoth,Anoat,Planet,Volcanic,,,,,,Outer Rim,,,,
Sh'shuun (Lao-mon),,,,Planet,Tropical,,,Shi'ido,,,Colonies,,,,
Shud,5th,Obas,,Planet,,,,,,,,,,,
Shuldene,,,Yarith,Planet,Frozen ice,,,,,,Outer Rim,,,,
Shulstine V,5th,Shulstine,,Planet,Temperate,,,,,,,,,,
Shumavar,,,,Planet,,,,,,,,,,,
Shumogi,,,,Planet,,,,,,,,,,,
Shusugaunt,,,Raioballo,Planet,Oceans,,,Shusgaunt,Anx,,Outer Rim,,,,
Sibisime,,,,Planet,,,,Human?,,,,,,,
Sif'kric,,,,Planet,,,,Sif'krie,,,,,,,
Sifuchi,,,,Planet,Temperate,,,Human,,,,,,,
Sif-Uwana,,,,Planet,,,,Sif-Uwanais,,,,,,,
Sikurd,,,,Planet,,,,Sikurdian,,,,,,,
Sileron,1st,Veron,Mektrum Cluster,Planet,Varied,,,,,,,,,,
Siluria III,3rd,Silurian,,Planet,,,,Human,,,,,,,
Simpla-12,,,,Planet,,,,,,,,,,,
Simus Minor I,1st,Simus Minor,Colundra,Planet,Barren rock,,,,,,Outer Rim,,,,
Simus Minor II,2nd,Simus Minor,Colundra,Planet,,,,,,,Outer Rim,,,,
Sinal,1st,Bacrana,Brak,Planet,Searing rock,,,,,,,,,,
Sinded,,,,Planet,,,,,,,,,,,
Sinkar,,Lawreys,Fakir,Planet,Frozen wastes,,,Sinkar,None,,,,,,
Sinsang,,,Raioballo,Planet,Industrial,,,,,,Outer Rim,,,,
Sinton,,,,Planet,,,,,,,,,,,
Sirdar,,,,Planet,,,,,,Jacelle,,,,,
Sirilla,4th,Cirius,,Planet,Gas giant,,,,,,Core Worlds,,,,
Sirpar,,,Arkanis,Planet,Arid,28,399,Eklaad,Human,,,,,,
Sisk,,Sisk,,Planet,Barren,,,Sic-six,,,,,,,
Siskeen,,,,Planet,,,,,,,Outer Rim,,,,
Sissubo,7th,Chandrila,Bormea,Planet,Frozen rock,,,,,,Core Worlds,,,,
Skako,,,,Planet,,,,Skakoan,,,,,,,
Skann,,,Astal,Planet,,,,,,,,,,,
Skartis,,,,Planet,,,,,,,,,,,
Skeebo,,,,Planet,,,,Skeebo,,Skeebo City,,,,,
Skip 1,Asteroid 1,Smuggler's Run,,Planet,Barren rock,,,,Human,,,,,,
Skip 5,Asteroid 5,Smuggler's Run,,Planet,Barren rock,,,,"Jawa, Human",,,,,,
Skip 52,Asteroid 52,Smuggler's Run,,Planet,Barren rock,,,,,,,,,,
Skip 6,Asteroid 6,Smuggler's Run,,Planet,Barren mudball,,,,Glottalphib,,,,,,
Skip 8,Asteroid 8,Smuggler's Run,,Planet,Barren rock,,,,,,,,,,
Skone,,,Brak,Planet,,,,,,,,,,,
Skor II,,Squab,Calaron,Planet,Varied,,,Squib,,,,,,,
Skorrupon,,,,Planet,Temperate,,,,Human,,,,,,
S'krrr,3rd,Ishanna,,Planet,Rain forest,22,310,S'krrr,,,,,,,
Skye (Marat V),,,,Planet,Mountains,,,S'kytri,,,Outer Rim,,,,
Skynara,,,Skine,Planet,,,,,,,,,,,
Slag,1st,Sacorria,Corellian,Planet,Hot rock,,,,,,Core Worlds,,,,
Sleheyron,,,,Planet,,,,,,,,,,,
Sljee,,,,Planet,,,,Sljee,,,,,,,
Sluis Van,,Sluis,Sluis,Planet,Tropical,,,Sluissi,,,Outer Rim,,,,
Sluudren,,,,Planet,Rocky,,,Sludir,,,Outer Rim,,,,
Smarck,,,,Planet,Wilderness,,,,,,,,,,
Smarteel,,,,Planet,,,,,,,,,,,
Sneeve,,,Kastolar,Planet,,,,Sneevel,,,Expansion Region,,,,
Socco,2nd,Sacor (Outlier),Corellian,Planet,Barren rock,,,,,,Core Worlds,,,,
Sochi,,,,Planet,Temperate,,,,Human,,,,,,
Socorro,1st,Socorra,,Planet,Desert,20,316,Human,,,,,,,
Solacton,,Solacton,Periphery,Planet,,,,,,,,,,,
Solag,1st,Corula,Bormea,Planet,Hot rock,,,,,,Core Worlds,,,,
Solanus,,,,Planet,Ocean,,,,,,,,,,
Solay,,,,Planet,Arid,,,,Various,,,,,,
Solem,,,,Planet,,,,,,,,,,,
Sollace,1st,Brentaal,Bormea,Planet,Hot rock,,,,,,Core Worlds,,,,
Somavva,,,,Planet,,,,,,,,,,,
Somov Rit,,,,Planet,Semi-tropical,,,Human,,,,,,,
Sondarr,,,,Planet,,,,,Human,,,,,,
Sooma,,,,Planet,Grassy plains,,,,,,,,Breathable,,
Sorella,,Sorella,Tapani,Planet,,,,,,,Colonies,,,,
Sorfina,,,,Planet,,,,,,,,,,,
Sorimow,,,Pacanth Reach,Planet,,,,,Epicanthix,,,,,,
Sorl,,,,Planet,,,,Human?,,,,,,,
Soronia,7th,Corellian,Corellian,Planet,Frozen rock,,,,,,Core Worlds,,,,
Sorotarr VI,6th,,,Planet,,,,,,,,,,,
Sorrus,,,,Planet,Varied,,,Sorrusian,,Yinn La Hi,,,,,
Soterios,,Soterios,Tapani,Planet,Desert,29,326,Human,,,Colonies,,,,
Sotipe,7th,Derilyn,Elrood,Planet,Gas giant,,,None,None,,Outer Rim,,,,
Soullex,,Fardon,,Planet,,,,,,,,,,,
Soun IV,4th,Soun,,Planet,,,,Human,,,,,,,
Speco,,,,Planet,,,,,,,,,,,
Spee,,,,Planet,,,,,,,,,,,
Spefik,,,,Planet,,,,,,,,,,,
Sperin,,Palaquin,Bajic,Planet,,,,,,,,,,,
Spinax III,,,Allied Tion,Planet,Ocean,,,,,,Outer Rim,,,,
Spindrift,,,,Planet,,,,,,,,,,,
Spira,,,Lytton,Planet,Ocean,25,377,Human,,,Core Worlds,,,,
Spirador,,Spirador,Tandon,Planet,Temperate,,,Human,,,,,,,
Spoi,5th,Kidron,Elrood,Planet,Ice ball,,,,,,Outer Rim,,,,
Spuma,,,,Planet,,,,,,,,,,,
Spunchina,,,,Planet,,,,,,,,,,,
Sriluur,5th,Sriluur,Periphery,Planet,Desert,,,Weequay,Houk,,Outer Rim,,,,
Stalsinek IV,,,,Planet,,,,,,,,,,,
Stassia,,,,Planet,Temperate,22,340,Human,,Stassia City,Core Worlds,,,,
Steelious,,,,Planet,,,,,Human,,,,,,
Stenax,,,,Planet,,,,,,,,,,,
Stend IV,4th,Stend,,Planet,Temperate,,,,Gran,Gev-Toosa,Outer Rim,,,,
Stend VI,6th,Stend,,Planet,Varied,23,230,Human,,,Outer Rim,,,,
Stennaros,,,,Planet,,,,"Stennes, Stennes Shifter",,,,,,,
Stenness,,Stenness,,Planet,,,,Human,,,,,,,
Stenos,,,,Planet,Arid desert,,,Stenax,,,,,,,
Stentat,8th,Coruscant,Seswenna (Coruscant),Planet,Gas giant,,,,,,Core Worlds,,,,
Stic,,,,Planet,Variable,,,Xi-Dec,,,,,,,
Stieg,,,,Planet,,,,Stieg-Fan,,,,,,,
Stoga,,,,Planet,Desert,,,,,,,,,,
Storinal,,,,Planet,Tropical forests,,,Human,Gamorrean,Scohar,,,,,
Storm,5th,Naboo,Chommell,Planet,Gas giant,,,None,None,,Mid Rim,,,,
Storthus,,,Churba,Planet,,,,,Stone Eel,,Outer Rim,,,,
Stovax,,,,Planet,,,,,,,,,,,
Stroiketcy,3rd,Yavin,Sumitra,Planet,Barren ice plains (cometary),,3496,None,None,,Outer Rim,,,,
Stronghold,,,Taldot,Planet,Rocky wastes,,,,Human,,,,,,
Suarbi 7,7th,Suarbi,Quence,Planet,Gas Giant,,,None,None,,,,,,
Subterrel,,,,Planet,,,,,,,Outer Rim,,,,
Sucharme,,,,Planet,,,,,,,,,,,
Sufezz,,,,Planet,,,,,,,Outer Rim,,,,
Sullust,,Sullust,Sluis,Planet,Toxic wastes,,,Sullustan,,,Outer Rim,,,,
Sulphor,1st,Velus,,Planet,Searing rock,,,,,,Core Worlds,,,,
Sumarin,,,,Planet,,,,,,,,,,,
Sump,,,,Planet,Polluted jungles,,,Nuknog,,,Outer Rim,,,,
Sunaj,,,,Planet,,,,,,,,,,,
Sunaj IV,,,,Planet,,,,,,,,,,,
Sundari,3rd,Garos,,Planet,Temperate,,,Sundari,Human,,,,,,
Suolriep,,,,Planet,,,,,,,,,,,
Svivren,,,Sesswenna,Planet,Varied,26,388,Svivreni,"Human, Ewok, Sullustan",,Outer Rim,,,,
Swarquen,,,,Planet,,,,,Human,,,,,,
Swedlan,,,Kathol,Planet,Barren,,,,Human,,Outer Rim,,,,
Sy Myrth,,,,Planet,,,,,,,,,,,
Syndaar,,,Thrasybule,Planet,,,,,,,,,,,
Syned,,,,Planet,Frigid glacier,,,None,"Human, Duros",,,,,,
Syni IV,4th,Syni,,Planet,,,,,,,,,,,
