PlanetName,Position,System,Sector,PlanetType,Environment,Length of Day,Length of Year,Sentient Species,Other Species,Capital City,Region,World,Atmosphere,Gravity,Diameter
Aefao,,,,Planet,,,,Aefan,,,,,,,
Aesolian,,,,Planet,,,,,,,,,,,
Aeten II (destroyed),2nd,,,Planet,Volcanic,,,,,,,,,,
Af'El,4th,Ka'Dedus,Periphery,Planet,Radioactive,,,Defel,,,,,,,
Affa,,,,Planet,,,,,,,,,,,
Agamar,,Mirgoshir,Lahara,Planet,Temperate,,,Human,,Calna Muun,Outer Rim,,,,
Agrilat,,,Corellian,Planet,Crystalline,,,,,,Core Worlds,,,,
Agriworld-2079,,,,Planet,Plains,,,Skrilling,M'shinni,,,,,,
Aguarl III,3rd,Aguarl,,Planet,Ocean,,,,,,,,,,
Ahug,1st,Kriekaal,,Planet,Molten metal oceans,,,None,None,,,,,,
Aida,,Aida,,Planet,,,,,,,,,,,
Aikhibba,,Aikhibba,,Planet,,,,Hutt?,,,,,,,
Akana,4th,Elrood,Elrood,Planet,Rocky Wastes,,,None,Human,,Outer Rim,,,,
Akrit'tar,,,Calaron?,Planet,Lifeless wastes,,,,,,,,,,
Akuria Two,2nd,Akuria,,Planet,Frozen wastes,,,Snow Demon,Human,,,,,,
Alabash,,,Fakir,Planet,Volcanic,,,None,None,,,,,,
Alashan,,,,Planet,,,,,,,,,,,
Alassa Major,,,,Planet,,,,,,,,,,,
Alba,,,,Planet,,,,,,,,,,,
Albecus,,,,Planet,,,,Human,,,Core Worlds,,,,
Albrae-Don,,,,Planet,,,,,,,,,,,
Alc,3rd,Gacerian,,Planet,Jungle,,,,,,,,,,
Alderaan (destroyed),2nd,Alderaan,,Planet,Temperate,24,364,Human,Thranta,Aldera,Core Worlds,,Temperate,Standard,"12,500 kilometers"
Alderath,,,,Planet,,,,,,,,,,,
Aldereen,,,,Planet,,,,Aldereen,,,,,,,
Aldivy,,,,Planet,Temperate,,,Human,,,,,,,
Aldraig IV,4th,Aldraig,,Planet,Temperate,,,,Human,,Core Worlds,,,,
Aleen,,,,Planet,,,,Aleena,,,Inner Rim,,,,
Aleron,,Aleron,Tapani,Planet,Arid wastes,24,361,Human,,,Colonies,,,,
Algar,,,,Planet,,,,Human,,,,,,,
Algara II,2nd,Algara,,Planet,Temperate,24,360,Xan,Human,Algarine,,,,,
Algara V,5th,Algara,,Planet,Gas giant,,,None,None,,,,,,
Algara VI,6th,Algara,,Planet,Frozen Wastes,,,None,None,,,,,,
Algarian,,,Dufilvian?,Planet,,,,,,,Outer Rim,,,,
Algor,,,,Planet,,,,Human,,,,,,,
Alion,,,,Planet,,,,,,,,,,,
Alis Point,,,,Planet,,,,,,,,,,,
Alisandor,,Alisandor,Tapani,Planet,,,,,,,Colonies,,,,
Alk'lellish III,3rd,Alk'lellish,Sumitra?,Planet,,,,Lellish,,,,,,,
Alkur,1st,Lazerian,,Planet,Searing rock,,,None,None,,,,,,
Allandor,,Allandor,Tapani,Planet,,,,,,,Colonies,,,,
Alliga,,,,Planet,,,,,,,,,,,
Alluuvia,2nd,Alluuvian,Elrood,Planet,Ocean,31,221,Anguilla,,,Metharian Nebula Region,,,,
Allyuen,,,Anoat,Planet,Frigid desert,,,,,,Outer Rim,,,,
Almania,,Almanian,,Planet,Temperate,,,"Je'Har, Human",Thernbee,Stonia,Outer Rim,,,,
Almar (Almar Downside),,Almaran,Elrood,Planet,Tropical,,,Human,,,Outer Rim,,,,
Almas,5th,Cularin,,Planet,Terraformed,38,8784,,,,Mid Rim,,,,
Alorthas,2nd,Derilyn,Elrood,Planet,Rocky wastes,,,,,,Outer Rim,,,,
Alpheridies,,Abron,,Planet,Varied,21,450,"Alpheridian, Miraluka",,,Mid Rim,,,,
Alsakan,,,,Planet,Temperate,,,Human,,,,,,,
Altair 9,9th,Altair,,Planet,Swamp,,,,,,,,,,
Altarrn,,,,Planet,,,,Night-gliders,,,,,,,
Altawar,,,Corellian,Planet,,,,Corragut,,,,,,,
Althir,,,,Planet,,,,,,,,,,,
Altier,,Altier,,Planet,,,,,,,,,,,
Altor 14,14th,Roti-Ow,,Planet,Arid plains,94,,"Avogwi, Nuiwit",,,,,,,
Altora,,,,Planet,,,,,,,,,,,
Altratonne,,,,Planet,,,,,,,,,,,
Altrax,8th,Atrig,,Planet,Frozen wastes,,,,,,Outer Rim,,,,
Altyr 5,5th,Altyr,,Planet,,,,,,,,,,,
Alurion,,,,Planet,,,,,,,,,,,
Alvor,4th,Kidron,Elrood,Planet,Gas giant,,,None,None,,Outer Rim,,,,
Alvorine,,,,Planet,Temperate forests,,,,Various,,,,,,
Alzar,,,,Planet,,,,,,,,,,,
Alzoc III,3rd,Alzoc,,Planet,Frozen plains,,,Talz,,,Outer Rim,,,,
Amador,,Chalenor,,Planet,,,,,,,,,,,
Amara,,,,Planet,,,,Amaran,,,,,,,
Amarin,,,Allied Tion,Planet,Forest,,,,,,Outer Rim,,,,
Ambria,,Ambria,Stenness,Planet,Barren wastes,32,176,None,"Neek, Staga",,Colonies,,,,
Amfar,,,,Planet,,,,,,,,,,,
Ammuud,,Kumasi,Corporate,Planet,Varied,,,Human,"Grazers, Soarers",,Tingel Arm,,,,
Amorris,,Amorris,,Planet,,,,,,,,,,,
Ampliquen,,Chorios,Meridian,Planet,,,,,,,Outer Rim,,,,
Amrap,3rd,Atrig,,Planet,Desert,,,,,,Outer Rim,,,,
Amthau,3rd,Genesia,Brak,Planet,Terraformed,33,455,None,Human,,,,,,
Anantapar,,,Yarith,Planet,Tropical,,,,,,Outer Rim,,,,
Anarak Four,4th,Anarak,,Planet,,,,,,,,,,,
Anaxes,4th,Axum,Azure (Sector Zero),Planet,Varied,26,352,Human,,,Core Worlds,,Breathable,Standard,"16,100 kilometers"
Anchoron,,Corellian,Corellian,Planet,Temperate,,,Human,,,Core Worlds,,,,
Andalia,,,,Planet,,,,Human,,,,,,,
Andando,1st,Ando,,Planet,Molten rock,,,,,,Mid Rim,,,,
Andara,,Andaran,,Planet,Temperate,,,Human,,,,,,,
Andasala,,,,Planet,Temperate forests and mountains,25,370,,"Human, Hutt",,,,,,
Andinri,6th,Caridan,,Planet,Gas giant,,,,,,,,,,
Ando,2nd,Ando,,Planet,Ocean,26,342,Aqualish,Human,,Mid Rim,,Breathable,1.22 times Standard,"14,885 kilometers"
Ando Prime,3rd,Adno,,Planet,Frozen wastes,,,Talid,Various,,Mid Rim,,,,
Andooweel,,,,Planet,,,,Human?,,,,,,,
Andora,,,,Planet,,,,,,,,,,,
Andosha II,2nd,Ando,,Planet,,,,,Aqualish,Andobi Exa,Mid Rim,,,,
Andra,1st,Caridan,,Planet,Molten rock,,,,,,,,,,
Anemcoro,,,,Planet,,,,,,,,,,,
Angratha,,,,Planet,,,,,,,Mid Rim,,,,
Anic,,,,Planet,,,,,,,,,,,
Ank Ki'Shor,,,,Planet,,,,,,,Outer Rim,,,,
Ank Kit'aar,,,Druess,Planet,Temperate,,,Human,,,Outer Rim,,,,
Ankus,,,,Planet,Temperate plains,,,Cragmoloid,,,Unknown Regions,,,,
Annaj (Cannij Barr),,,Moddell,Planet,Temperate,26,380,Human,,,Inner Rim,,Breathable,Standard,
Annoo,,,,Planet,,,,Annoo-dat,,,Mid Rim,,,,
Anoat,1st,Anoat,Anoat,Planet,Toxic,17,220,,,Anoat City,Outer Rim,,Polluted,.85 Standard,
Anobis,,Anobis,,Planet,,,,"Human, Zabrak",,,Mid Rim,,,,
Anoth,3rd,Anoth,,Planet,Rocky wastes,14,286,None,None,,Outer Rim,,,,
Ansarra,,,,Planet,,,,,,,Outer Rim,,,,
Ansek,,,,Planet,,,,,,,,,,,
Ansillivog,,,,Planet,,,,Human?,,,,,,,
Ansion,,,,Planet,Grasslands,,,Ansionian,Various,Cuipernam,Mid Rim,,,,
Anstares,,,,Planet,,,,,,,,,,,
Antar,,Prindaar,,Planet,Gas giant,,,None,None,,Colonies,,,,
Antared III,3rd,,,Planet,Temperate,,,,,,,,,,
Anteevy,,,Esuain,Planet,Frozen wastes,,,,,,Mid Rim,,,,
Antemeridias,,,Antemeridian,Planet,,,,,,,Outer Rim,,,,
Antipose IX,9th,Antipose,Centrality,Planet,,,,,,,Outer Rim,,,,
Antipose XII,12th,Antipose,Centrality,Planet,,,,,,,Outer Rim,,,,
Antiquity,,Antiquity,,Planet,Mud and rock,,,,,,,,,,
Antmuel VI,6th,Antmuel,,Planet,,23,372,,Human,,,,,,
Anx Minor,,,,Planet,,,,,,,,,,,
Anzat,,,,Planet,,,,Anzat,,,Mid Rim,,,,
Aphran IV,4th,Aphran,,Planet,Temperate forests,,,Human,,,,,,,
Apliria,,,,Planet,,,,,,,,,,,
Aquaris,,Cvetaen,,Planet,Ocean,,,Iskalonian (Chuhkyvi),Human,,Expansion Region,,,,
Aquella,,,,Planet,,,,Human,,,,,,,
Aquilae,,,,Planet,,,,,Duros,,,,,,
Aquilaris,,,,Planet,Ocean,,,,,,,,,,
Arabanth,,,Hapes Cluster,Planet,,,,Human,,,Inner Rim,,,,
Aracara,,,,Planet,Swamp,,,,,,,,,,
Aradian,3rd,Lianna,Allied Tion,Planet,Poisonous,,,None,,,Outer Rim,,,,
Aralia,,Andron,,Planet,Tropical,,,Human,Ranat,,,,,,
Aram,2nd,Aramand,Brak,Planet,Tropical,20,398,Aramandi,,Talerakia,,,"Breathable, high CO2",Heavy,
Arapia,,Arapia,,Planet,,,,Kadri'Ra,,,,,,,
Arat Fraca,,,,Planet,,,,,,,,,,,
Arbra (Salvation),2nd,Arbran,,Planet,Forest,24,380,Hoojib,,,Outer Rim,,Breathable,0.97 standard,"11,887 (non-spherical)"
Arbran I,1st,Arbran,,Planet,Barren rock,,,,,,Outer Rim,,,,
Arbran III,3rd,Arbran,,Planet,Frozen ice,,,,,,Outer Rim,,,,
Arbran IV,4th,Arbran,,Planet,Gas giant,,,,,,Outer Rim,,,,
Arbran V,5th,Arbran,,Planet,Gas giant,,,,,,Outer Rim,,,,
Arbran VI,6th,Arbran,,Planet,Frozen ice,,,,,,Outer Rim,,,,
Arcadia,2nd,Sacorria,Corellian,Planet,Volcanic,,,,,,Core Worlds,,,,
Arcan IV,4th,Arcan,,Planet,,,,,,,,,,,
Archais,,,,Planet,Mountains,,,,,,,,,,
Arcopola,,,,Planet,,,,,,Greccia,,,,,
Arcura,,,,Planet,,,,,,,,,,,
Arda-1,1st,Arda,,Planet,,,,,,,,,,,
Arda-2,2nd,Arda,,Planet,Temperate,,,Human,,,,,,,
Arda-3,3rd,Arda,,Planet,,,,,,,,,,,
Arden,8th,Bakura,,Planet,Gas Giant,,,None,None,,Outer Rim,,,,
Argai,,,Tion Hegemony,Planet,,,,,,,Outer Rim,,,,
Arganu,1st,Tasar,,Planet,Searing Rock,,,,,,Inner Rim,,,,
Argazda,,,Kanz,Planet,,,,Human,,,,,,,
Argoon,,Newland,,Planet,,,,,,,Outer Rim,,,,
Argovia,,,Endocray,Planet,Wetlands,28,345,,Human,Argovas City,,,,,
Aridus,,Flarestar,,Planet,Desert,,,Chubbit,,,Expansion Region,,,,
Aris,,Albarrio,Relgim,Planet,Jungle,,,Wok-wok,Human,,,,,,
Aris V,,,Parmel,Planet,,,,,,,,,,,
Arkania,,Perave,,Planet,Temperate Tundra,18,277,Arkanian,Yaka,,Colonies,,,,
Arkanis,,Arkanis,,Planet,,,,Human,,,,,,,
Arkonne III,,,,Planet,,,,,,,,,,,
Armath,,,,Planet,,,,,,,,,,,
Arorlia,,,,Planet,Temperate jungle,,,"Blagwahr, Moggonite",,,,,,,
Arramanx,,,,Planet,Urban,,,,,,,,,,
Arsteni,,,,Planet,,,,,,,,,,,
Arthon,,,,Planet,,,,,Ithorian,,,,,,
Artus Prime,,,,Planet,,,,,,,,,,,
Aruza,,,,Planet,Temperate,,,Aruzan,Human,,,,,,
Arzid,,,,Planet,Hot forests,,,,Arachnor,,,,,,
Asation,,Asation,Gree Enclave,Planet,Terraformed,18,380,,"Gree, Human, Aggoron",,,,,,
Ash,2nd,Belgaroth,,Planet,Searing rock,,,,,,Core Worlds,,,,
Ashas Ree,,Ashas Ree,,Planet,,,,,,,,,,,
Ashash,,,,Planet,Ocean,,,,,,,,,,
Asher III,3rd,Asher,,Planet,,,,,,,,,,,
Asimuse,5th,Chandrila,Bormea,Planet,Gas giant,,,,,,Core Worlds,,,,
Askaj,,,,Planet,Desert,,,Askajian,Tomuon,,Outer Rim,,,,
Asmall,,,,Planet,,,,,,,,,,,
Asmeru,,,Senex,Planet,Arid,,,,,,Outer Rim,,,,
Asran,,,Brak,Planet,,,,,,,,,,,
Asrat,,,,Planet,,,,,,,,,,,
Ast Kikorie (Downbelow),,,Moddell,Planet,Temperate,24,400,Human,,Kikorie City,Outer Rim,,Breathable,.95 Standard,
Atapap One,,,,Planet,,,,,Duros,,,,,,
Ather,,,,Planet,,,,,,,,,,,
Athiss,2nd,Loro Babis,,Planet,,,,,,,,,,,
Atloran,3rd,Panto,,Planet,Barren,,,None,None,,,,,,
Ator,,,,Planet,,,,Human,,,Core Worlds,,,,
Atraken,2nd,Kattellyn,,Planet,Arid wastes,20,304,"Human, Ee",,New Atraken City,,,,,
Atrakus,,,,Planet,,,,,,,,,,,
Atrisia,,,,Planet,Varied,,,,,,,,,,
Atrivis 7,7th,Atrivis,Atrivis,Planet,,,,Human,,,,,,,
Attahox,,,,Planet,Filthy garbage,,,,,,,,,,
Atzerri,,Atzerri,,Planet,,,,,,,Inner Rim,,,,
Aurea,,Aurea,Corellian?,Planet,,,,,,,Core Worlds?,,,,
Auyemesh,2nd,Almanian,,Planet,,,,,,,Outer Rim,Almania,,,
Averam,,,Sesswenna?,Planet,Temperate,,,Human,,,Outer Rim,,,,
Averill,,Averill,,Planet,Temperate,,,Human,,,,,,,
Aviles Prime,,,,Planet,,,,,,,,,,,
Aviprine,,,,Planet,,,,,,,,,,,
Aviranel,4th,Alderaan,,Planet,Barren rock,,,,,,Core Worlds,,,,
Avishan,5th,Alderaan,,Planet,Frozen rock,,,,,,Core Worlds,,,,
Avon,,,,Planet,,,,Avoni,,,,,,,
AX-12,3rd,,Barma,Planet,Barren,,,,,,Colonies,,,,
AX-2,1st,,Barma,Planet,Barren,,,,,,Colonies,,,,
AX-3,2nd,,Barma,Planet,Barren,,,,,,Colonies,,,,
Axtria,,,,Planet,,,,,,,,,,,
Axum,3rd,Axum,Azure (Sector Zero),Planet,Temperate,,,,,,Core Worlds,,,,
Axxila,,,Ciutric Hegemony,Planet,,,,Human,,,,,,,
Azameen,4th,Zug,,Planet,Arid,,,,,,Core Worlds,,,,
Azbrian,,,,Planet,,,,Human,,,,,,,
Azna,,,,Planet,,,,,,,,,,,
Aztubek,,,Javin,Planet,Cool forests,,,Mugaari,,,Outer Rim,,,,
Azure,1st,Azure,,Planet,Temperate,,,,,,Mid Rim,,,,
