PlanetName,Position,System,Sector,PlanetType,Environment,Length of Day,Length of Year,Sentient Species,Other Species,Capital City,Region,World,Atmosphere,Gravity,Diameter
Peirs,,Peirs,Kathol,Planet,,,,,,,Outer Rim,,,,
Pelagon,,Pelagon,Tapani,Planet,Ocean,25,352,Human,Human,Pelagar,Colonies,,,,
Pelemax,,,,Planet,Jungle,,,Pelemaxian,,,Colonies,,,,
Pelgrin,,,,Planet,Barren wastes,,,Pelgrin (extinct),,,Outer Rim,,,,
Pella,,Pella,Tapani,Planet,Temperate,,,,,,Colonies,,,,
Pellastrallas,,,Agarix,Planet,,,,,,,,,,,
Pelutt,8th,Beshqek,,Planet,Frozen rock,,,,,,Deep Core,,,,
Pembric II,2nd,Pembric,Kathol,Planet,Wetlands,33,302,None,Human,,Outer Rim,,,,
Pencael IV,4th,Pencael,,Planet,,,,Human,,,,,,,
Pendal,,,,Planet,,,,Human,,,,,,,
Pendari,,,,Planet,,,,,,,,,,,
Pendarr III,3rd,,,Planet,,,,Human,,,,,,,
Pengalan IV,4th,,,Planet,,,,,,,,,,,
Penovia,2nd,Recopi,,Planet,Gas giant,,,,,,Core Worlds,,,,
Peppel,,,,Planet,,,,,,,,,,,
Peragus II,2nd,Peragus,,Planet,Volcanic,,,,,,,,,,
Pergitor,,Pergitor,Minos Cluster,Planet,Toxic,34,291,,Human,,,,,,
Peridon's Folly,,,,Planet,Urban,,,,Human,,,,,,
Perilious,,,,Planet,Urban,,,,,,,,,,
Perilix,,,,Planet,Ocean,,,,,,,,,,
Perithal VI,,,,Planet,,,,,,,,,,,
Permeles,8th,Essesia,Darpa,Planet,Ice,,,,,,Core Worlds,,,,
Pernam Minor,,,,Planet,,,,,,,,,,,
Pernella,,Pernella,Tapani,Planet,,,,,,,Colonies,,,,
Pesitiin,,,,Planet,Stormy,,,,,,,,,,
Pesmemben IV,,,,Planet,Desert,,,,,,,,,,
Petrakis,,,,Planet,,,,,,,,,,,
Phaeda,,,,Planet,Urban,,,,,,,,,,
Phateem,,,,Planet,,,,,,,,,,,
Phelarion,,,,Planet,Temperate,,,Human,,,,,,,
Phemis,,,,Planet,,,,,,,,,,,
Phindar,,,,Planet,Temperate,,,Phindian,,Laressa,Outer Rim,,,,
Phiris,6th,Empress Teta (Koros),,Planet,Temperate,,,,,,Deep Core,,,,
Phlors Regina,7th,Axum,Azure (Sector Zero),Planet,Gas giant,,,,,,Core Worlds,,,,
Phlors Rex,6th,Axum,Azure (Sector Zero),Planet,Gas giant,,,,,,Core Worlds,,,,
Pho Ph'eah,,,,Planet,Varied,,,Pho Ph'eahian,,,Outer Rim,,,,
Phoebus,,,,Planet,,,,,,,,,,,
Phorliss,,,,Planet,,,,,,,,,,,
Phoros,7th,Empress Teta (Koros),,Planet,Temperate,,,,,,Deep Core,,,,
Phracas,,,,Planet,,,,,,,Core Worlds,,,,
Phraetiss,,,Farfin,Planet,,,,,,,Inner Rim,,,,
Phu,,,,Planet,,,,Phuii,,,Colonies,,,,
Picutorion,,,Kwymar,Planet,,,,Human?,,,Outer Rim,,,,
Pii I,1st,Pii,Arkanis,Planet,Scorched rock,,,None,None,,Mid Rim,,,,
Pii II,2nd,Pii,Arkanis,Planet,Scorched rock,,,None,None,,Mid Rim,,,,
Pii III,3rd,Pii,Arkanis,Planet,Temperate,18,352,"Human, Sullustan, Reigat","Klatooinan, Vodran, Nikto",,Mid Rim,,,,
Pii IV,4th,Pii,Arkanis,Planet,Mountains,21,361,"Human, Reigat","Vodran, Whiphid, Pascwa",,Mid Rim,,,,
Pii V,5th,Pii,Arkanis,Planet,Barren wastes,,,None,None,,Outer Rim,,,,
Pii VI,6th,Pii,Arkanis,Planet,Gas giant,,,None,None,,Outer Rim,,,,
Pii VII,7th,Pii,Arkanis,Planet,Frozen wastes,,,None,None,,Outer Rim,,,,
Pil Diller,,,,Planet,,,,,Singing Trees,,,,,,
Pirdia,3rd,Tyrius,,Planet,Gas giant,,,,,,Mid Rim,,,,
Pirik,,Pirik,Sulorine,Planet,Temperate,,,Human?,,,,,,,
Pirin,,,Locris,Planet,,,,,Human,,,,,,
Piroket,,,,Planet,,,,,,,,,,,
Pirol-5,,Koornacht,Farlax,Planet,,,,,,,Core Worlds,,,,
Pirralor,,,,Planet,,,,Human,,,,,,,
Pitann,,,Kathol,Planet,Desert,12,841,,"Human, Sullustan",,Outer Rim,,Polluted,Heavy,
Piton,,,,Planet,,,,Piton,,,,,,,
Pkihantri,,,,Planet,,,,,,,,,,,
Plagen,,Pax,,Planet,Temperate plateaus,,,Chikarri,,Treeleaf,Mid Rim,,,,
Planet 4,4th,Bakura,,Planet,Gas giant,,,None,None,,Outer Rim,,,,
Planet 5,5th,Bakura,,Planet,Frozen wastes,,,None,None,,Outer Rim,,,,
Planet 6,6th,Bakura,,Planet,Frozen wastes,,,None,None,,Outer Rim,,,,
Planet 7,7th,Bakura,,Planet,Frozen wastes,,,None,None,,Outer Rim,,,,
Planet 8,8th,Bakura,,Planet,Frozen wastes,,,None,None,,Outer Rim,,,,
Platoril,2nd,Coruscant,Seswenna (Coruscant),Planet,Barren rock,,,,,,Core Worlds,,,,
Plavin 6,,,,Planet,Humid jungle,,,Human?,,,,,,,
Plesstil,,,,Planet,Temperate,,,Human,,,,,,,
Plexis,,,,Planet,,,,,,,,,,,
Ploo II,2nd,Ploo,Ploo,Planet,,,,Glymphid,Quermian,,Expansion Region,,,,
Ploo IV,4th,Ploo,Ploo,Planet,,,,Fluggrian,,,Expansion Region,,,,
Plooriod III,3rd,Greater Plooriod Cluster,Ploo,Planet,Temperate,,,,,,Expansion Region?,,,,
Plooriod IV,4th,Greater Plooriod Cluster,Ploo,Planet,Marshlands,,,Fluggrian,,,Expansion Region?,,,,
Pochi,3rd,Faarlsun,,Planet,Arid plains,25,350,Tulvaree,,,,,,,
Pocia,4th,Essesia,Darpa,Planet,Gas giant,,,,,,Core Worlds,,,,
Poderis,,Poderis,Orus,Planet,Temperate oceans,10,77,,Human,,Outer Rim,,,,
Polana,3rd,Aramand,Brak,Planet,Gas giant,,,,,,,,,,
Polis Massa (destroyed),,,,Planet,Asteroids,,,,Polis Massan,,Outer Rim,,None,Varied,Varied
Polixi,1st,Polith,,Planet,Barren rock,,,,,,,,,,
Pollillus,,,,Planet,,,,Troig,,,,,,,
Polmanar,,Polmanar,Anoat,Planet,Temperate,22,333,Human,Nothoiin,,Outer Rim,,Breathable,Standard,
Polneye,,Koornacht,Farlax,Planet,Temperate,,,,"Grannan, Human",,Core Worlds,,,,
Polos,3rd,Beshqek,,Planet,Toxic rock,,,,,,Deep Core,,,,
Pomagra,1st,Utos,Farlax,Planet,Hot rock,,,,,,Core Worlds,,,,
Porchello,,,,Planet,Frozen wastes,,,,,,,,,,
Port Evokk,,,,Planet,,,,,Human,,,,,,
Port Haven,3rd,Whendyll,,Planet,Jungle,31,209,None,"Human, Mon Calamari",,,,Breathable,Standard,
Port Jerrell,,,,Planet,,,,,,,,,,,
Porus Vida,,,,Planet,Temperate,,,,,,,,,,
Poviduze,,Poviduze,,Planet,Gas giant,,,None,None,,,,,,
Poytta,,,,Planet,,,,Human,,,,,,,
Praadost II,2nd,Praadost,,Planet,,,,,,,,,,,
Praesitlyn,,,Sluis,Planet,Varied,,,,"Human, Sluissi",,Outer Rim,,Breathable,Standard,
Praidaw,,,,Planet,,,,,,,,,,,
Prakess,5th,Prakith,,Planet,Frozen rock,,,,,,Deep Core,,,,
Prakith,3rd,Prakith,,Planet,"Mountains, oceans",27.6000003814697,335,Human,,Prak City,Deep Core,,Breathable,Standard,"17,400 kilometers"
Prazhi,,,,Planet,,,,Zexx,,,Expansion,,,,
Prefsbelt IV,4th,,,Planet,,,,Human?,,,,,,,
Presteen,,,,Planet,,,,,,,,,,,
Pria,,,,Planet,Aquatic,20,,Priapulin,,,Core Worlds,,,,
Prildaz,3rd,ILC-905,Farlax,Planet,Barren,,,None?,,,Core Worlds,,,,
Prima,1st,Kalinda,,Planet,Molten rock,,,None,None,,,,,,
Prishardia,,,,Planet,Temperate,,,,Human,Nad'Ris,,,,,
Prishella III,3rd,Prishella,,Planet,,,,,,,,,,,
Procopia,,Procopia,Tapani,Planet,Temperate,27,343,Human,Human,,Colonies,,,,
Protazk,,,Kwymar,Planet,,,,,,,Outer Rim,,,,
Proxima Dibal I,1st,Proxima Dibal,,Planet,Desert,,,,Song Serpent,,,,,,
Puloorn,,,,Planet,,,,,,,,,,,
Pursin,,,,Planet,,,,Pursian,,,,,,,
Pyjridi,,,,Planet,,,,,,,,,,,
Pypin,,,Corporate,Planet,,,,,Trianii,,Tingel Arm,,,,
Pyr,1st,Pyrshak,,Planet,Molten rock,,,,,,Mid Rim,,,,
Pyria 6,6th,Pyria,,Planet,,,,,,,Colonies,,,,
Pyros,,,,Planet,,,,,,,,,,,
Pzob,,K-749,,Planet,Temperate,,,Gamorrean,,,Outer Rim,,,,
