PlanetName,Position,System,Sector,PlanetType,Environment,Length of Day,Length of Year,Sentient Species,Other Species,Capital City,Region,World,Atmosphere,Gravity,Diameter
Reginard,,,,Planet,,,,,,,,,,,
Regolith Prime,,,,Planet,,,,,,,,,,,
Rehn,,,Brak,Planet,,,,,,,,,,,
Reigalius,,,,Planet,,,,Reigat,,,,,,,
Rela,7th,Obas,,Planet,,,,,,,,,,,
Relkass,,,,Planet,Temperate plains,,,,,,,,,,
Rellio,,Rellio,Tapani,Planet,,,,,,,Colonies,,,,
Rellnas,6th,Rell,,Planet,Gas giant,,,,,,,,,,
Reltooine,,,Corporate,Planet,,,,,,,Tingel Arm,,,,
Relus,4th,Beshqek,,Planet,Temperate,,,,,,Deep Core,,,,
Remitik,,,,Planet,,,,,,,,,,,
Rena,,Rena,,Planet,Temperate,,,,,,,,,,
Renas,6th,Polith,,Planet,Ice,,,,,,,,,,
Renatasia III,3rd,Renatasia,Centrality,Planet,,,,Human,,,Outer Rim,,,,
Renatasia IV,4th,Renatasia,Centrality,Planet,,,,Human,,,Outer Rim,,,,
Rend 5,5th,Rend,,Planet,,,,,,,,,,,
Rendili,,,,Planet,,,,,,,,,,,
Renegg,,Renegg,,Planet,,,,,,,,,,,
Renforia,,,,Planet,,,,,,,,,,,
Renforra,,,,Planet,,,,,,,,,,,
Rentalles,,,,Planet,"Forests, rocky plains",,,,,,,,,,
Reopi,,,,Planet,Desert,,,,,,Colonies,,,,
Repea,,,,Planet,,,,Human,,,Outer Rim,,,,
Resht VII,7th,,,Planet,,,,,,,,,,,
Resti Kel,,,,Planet,,,,,,,,,,,
Retep III,,,,Planet,,,,,,,,,,,
Retep IV,,,,Planet,,,,,,,,,,,
Rett I,1st,Rettna,,Planet,,,,None,,,,,,,
Rett II,2nd,Rettna,,Planet,,,,None,,,,,,,
Reuss VIII,8th,Reuss,Portmoak,Planet,Industrial wasteland,20,210,Reussi,Human,,,,,,
Revisse,1st,Coruscant,Seswenna (Coruscant),Planet,Molten rock,,,,,,Core Worlds,,,,
Revkinn V,5th,Revkinn,Parmel,Planet,,,,,,,,,,,
Revyia,,,,Planet,Jungles,,,Revwien,,Revyia Station,,,,,
Reyna,,Reyna,Tapani,Planet,,,,,,,Colonies,,,,
Reynon,,,,Planet,,,,,,,,,,,
Reytha,,,,Planet,Temperate,,,,,Yeere,,,,,
Rezi-9,,,,Planet,,,,,,,,,,,
Rhamalai,,,,Planet,Temperate grasslands,30,246,Human,,,,,,,
Rhamsis Callo,,,,Planet,,,,Schenor,,,,,,,
Rhelg,,,,Planet,,,,,"Human, Sith",,,,,,
Rhen Var,,,,Planet,Frigid wastes,,,,,,Outer Rim,,,,
Rhiannon,2nd,Kalinda,,Planet,Molten rock,,,None,None,,,,,,
Rhilithan,,,,Planet,Barren wastes,,,,,,,,,,
Rhinnal,4th,Rhinnal,Darpa,Planet,Varied,27,357,Human,,Rhire,Core Worlds,,Breathable,Standard,"12,900 kilometers"
Rhommamool,,,,Planet,Rocky wastes,,,,Human,Redhaven,Expansion Region,,,,
Rianon,,Rianon,Tapani,Planet,,,,,,,Colonies,,,,
Ricaldi,,Ricaldi,Tapani,Planet,,,,,,,Colonies,,,,
Riesa,,Riesa,Tapani,Planet,,,,,,,Colonies,,,,
Riflor,2nd,Riflorii,,Planet,Volcanic,30.5,288,Advozsec,,Advora,Mid Rim,,Breathable,1.2-1.4 times Standard (variable),
Rigel VII,7th,Rigel,,Planet,,,,,,,,,,High,
Rigneldia II,2nd,Rigneldia,Centrality,Planet,,,,,,,Outer Rim,,,,
Rigoran,,,,Planet,,,,,,,,,,,
Riileb,,,,Planet,Humid marshes,,,Riileb,,,,,,,
Rijel-12,,,,Planet,,,,,,,,,,,
Rim 3,3rd,,,Planet,,,,,,,,,,,
Rima,1st,Demar,Brak,Planet,Searing rock,,,,,,,,,,
Rimma,,,,Planet,,,,,,,,,,,
Rimma 18,,Rimma,,Planet,,,,,,,,,,,
Rindao,,,,Planet,,,,,,,Outer Rim,,,,
Rinn,,,,Planet,,,,Tin-Tin Dwarf (Tintinna),,,Outer Rim,,,,
Rintonne,,Rintonne,Lambda,Planet,,,,,,,,,,,
Riome,,Dorvalla,Videnda,Planet,Frozen wastes,,,,,,Outer Rim,,,,
Rion,,,,Planet,Frozen wastes,,,,,,,,,,
Rior,,,,Planet,,,,Riorian,,,,,,,
Ripoblus,,Sepan,Sepan,Planet,,,,Ripoblus,,,,,,,
Risban,,,Tion Hegemony,Planet,,,,,,,Outer Rim,,,,
Rishi,3rd,Rishi,Farfin,Planet,Varied,20,268,Rishii,Human,,Outer Rim,,,,
Ristel,1st,Kuat,,Planet,Searing rock,,,,,,Core Worlds,,,,
Rivvidu,,,,Planet,,,,,,,,,,,
Roche,,Roche,,Planet,,,,,,,Mid Rim,,,,
Rodaj,,,,Planet,,,,,,,,,,,
Rodia,2nd,Tyrius,,Planet,Tropical,29,305,Rodian,Various,,Mid Rim,,,,
Rodis,,,,Planet,,,,Rodisar,,,,,,,
Rokwahl (destroyed),8th,Lazerian,,Planet,,,,,,,,,,,
Rol Two,,,,Planet,,,,,,,,,,,
Roldalna,,Roldalna,,Planet,Temperate,,,,,,,,,,
Romar,,,Galov,Planet,,,,,,,,,,,
Romin,,,,Planet,Temperate,,,Romin,,Eliior,Mid Rim,,,,
Romm,,Delantine,,Planet,,,,,,,,,,,
Rondai-2,2nd,Rondai,,Planet,Temperate plains,,,Rondai,,Dal,,,,,
Ronika,8th,Empress Teta (Koros),,Planet,Terraformed,,,,Human,,Deep Core,,,,
Ronyards,,,,Planet,Mechanical,,,Droid,,,,,,,
Roon,2nd,Roon,,Planet,Tropical,,414,Human,Mudman,,Outer Rim,,Breathable,Standard,"6,093 kilometers"
Roona,,,,Planet,,,,,,,,,,,
Roonadan,5th,Bonadan,Corporate,Planet,,,,Human,,,Tingel Arm,,,,
Ropagi II,2nd,Ropagi,Mieru'kar,Planet,Temperate,,,"Kalduu, Ropagu",Various,,,,,,
Rordak,1st,Rordak,,Planet,Desert,14,201,Viska,Human,,,,"Breathable, high /CO2",Light,
Rorgam,,,,Planet,,,,,,,,,,,
Rotas V,5th,Rotas,,Planet,,,,,,,,,,,
Rothana,,Rothana,Kuat,Planet,,,,,,,Outer Rim,,,,
Rrulinn,,,,Planet,,,,,,,,,,,
R'terleD'er,,,,Planet,,,,,,,,,,,
Ruan,,Ruan,,Planet,,,,,,,Core Worlds,,,,
Ruby,7th,Rhinnal,Darpa,Planet,Gas giant,,,,,,Core Worlds,,,,
Rudrig,,Rudrig,Tion Hegemony,Planet,,,,Human?,,,Outer Rim,,,,
Rue,6th,Gacerian,,Planet,Methane plains,,,,,,,,,,
Ruisto,,,,Planet,Aquatic,,,,Mon Calamari,,,,,,
Runaway Prince,,,,Planet,,,,,,,Hutt Space,,,,
Rustibar,,,,Planet,,,,,,,,,,,
Rutal 4,,Fferon,,Planet,,,,,,,,,,,
Rutan,,,,Planet,Temperate,,,Rutanian,Senali,Testa,Outer Rim,,,,
Ruten,,Cerenia,,Planet,Temperate,,,Human?,,,,,,,
Ruuria,,,Corporate,Planet,Humid jungle,,,Ruurian,,,Tingel Arm,,,,
Ruusan,,,,Planet,Temperate,,,"Ruusanian, Bouncer",,,Colonies,,,,
Rya,,,,Planet,,,,Human,,,,,,,
Rydar II,2nd,Rydar,,Planet,Temperate,,,"Rydan, Ranat",,,,,,,
Rydonni Prime,1st,Namaryne,,Planet,Temperate,22,370,,Human,Ryell,,,,,
Ryl,,,,Planet,,,,,,,,,,,
Ryloon,,,,Planet,,,,,,,,,,,
Ryloth,,Ryloth,Orus,Planet,Tide-locked,19,289,Twi'lek,Rycrit,,Outer Rim,,Breathable,Standard,
Rymm,3rd,Zelos,,Planet,Volcanic,,,,,,,,,,
Ryoone,,,,Planet,,,,Lyunesi,,,,,,,
Ryvellia,,Avhn-Bendara,,Planet,Temperate,,,Human,,,,,,,
Ryyk (destroyed),,,,Planet,,,,Neti (Ryyk),,,,,,,
