PlanetName,Position,System,Sector,PlanetType,Environment,Length of Day,Length of Year,Sentient Species,Other Species,Capital City,Region,World,Atmosphere,Gravity,Diameter
Karideph,,,Minos Cluster,Planet,Industrial,19,204,Kari,,Capital City,,,,,
Kariek,,,,Planet,Temperate,,,"Eickarie, Lakra",,,,,,,
Karnak Alpha,,,,Planet,,,,Karnak Alphan,,,,,,,
Karnst,,Karnst,Karstaxon,Planet,,,,,,,,,,,
Karra,,,Rayter,Planet,Hot jungle,20,304,Karran,,,,,,,
Karvoss II,2nd,Karvoss,,Planet,Temperate,,,Human,,,,,,,
Kashi (Kashi Mer),,Kashi,,Planet,,,,Kashi,,,,,,,
Kashir,,,,Planet,,,,Kashirim,,,,,,,
Kashoon,,,,Planet,Forest,,,Kashoonara,,,,,,,
Kashyyyk (Wookiee Planet C),3rd?,Kashyyyk,Sumitra,Planet,Semi-tropical jungles,26,381,Wookiee,,Kachirho,Mid Rim,,Breathable,Standard,
Kasiol 3,3rd,Kasiol,,Planet,Swamp,,,,,,,,,,
Kassido,,,,Planet,,,,,,,,,,,
Katanos VII,7th,Katanos,,Planet,Barren wastes,,,,,,,,,,
Katarr,,,,Planet,,,,,Miraluka,,Mid Rim,,,,
K'ath,,,,Planet,,,,,,,,,,,
Kathol,1st,Kathol,Kathol,Planet,Varied,26,362,"Charr Ontee, Krakai, Yapi, Yimi","Fiery Ones, Maoi, Segmi, Zizimaak",,Outer Rim,,Breathable,Standard,
Katorr,4th,Katorrs,,Planet,Gas giant,,,,,,Wild Space,,,,
Kattada,,,,Planet,Temperate,,,,,Haleoda,,,,,
Kay-Gee,,,Meridian,Planet,,,,,,,Outer Rim,,,,
Kayri III,3rd,Kayri,,Planet,,,,,,,,,,,
Kazlin 5,,,,Planet,,,,,,,,,,,
Keedad,,,,Planet,Temperate,,,Keed,Human,,,,,,
Kegan,1st,Kegan,,Planet,Temperate,,,Human,,,Outer Rim,,,,
Kejim,,,,Planet,,,,,,,,,,,
Kelada,,,Anarid Cluster,Planet,Industrial wastes,,,,,,,,,,
Kelro,2nd,Lazerian,,Planet,Searing rock,,,None,None,,,,,,
Kelrodo-Ai,,,,Planet,,,,,,,,,,,
Keltos IV,4th,Keltos,Irnaj,Planet,,,,,,,,,,,
Kemplex IX,,Cron Cluster,Auril,Planet,,,,,,,Outer Rim,,,,
Kendamar,,,Lol,Planet,,,,,,,,,,,
Kerensik,,,,Planet,Frozen wastes,,,Human,,,,,,,
Keres I,1st,Empress Teta (Koros),,Planet,Searing rock,,,,,,Deep Core,,,,
Keres II,9th,Empress Teta (Koros),,Planet,Frozen rock,,,,,,Deep Core,,,,
Kerest,,,Sluis,Planet,Frigid wastes,,,Kerestian,,,Outer Rim,,,,
Kerilt,1st,Algaran,,Planet,Steamy Jungle,,,,Caamasi,,Mid Rim,,,,
Keryt,1st,Zelos,,Planet,Rocky wastes,,,,,,,,,,
Kes,5th,Tirahnn,Zeemacht Cluster,Planet,Frozen rock,,,,,,,,,,
Keskin,,,,Planet,,,,Human?,,,,,,,
Kessel,2nd,Kessel,Kessel,Planet,Rocky wastes,26,322,Human,"Energy spider, bogey",Kessendra,Outer Rim,,Breathable w/gas mask,0.82 std,"6,632 - 7,980 km"
Kestos Minor,,,Kwymar,Planet,,,,,,,Outer Rim,,,,
Ket,,,,Planet,Desert,,,Ketton,,,,,,,
Ketal,,,,Planet,,,,,,,,,,,
Ketaris,,,,Planet,,,,,,,,,,,
Keyorin,,,Belderone,Planet,,,,,,,,,,,
k'Farri,,,,Planet,,,,,,,,,,,
Khar Delba,,,,Planet,"Frozen, rocky plains",,,,"Human, Sith",,,,,,
Kharzet III,3rd,Kharzet,,Planet,,,,,,,,,,,
Kheedar,,,,Planet,,,,,,,,,,,
Kho Nai,,,,Planet,,,,Khotta,,,,,,,
Kholes,,,,Planet,,,,,,,,,,,
Khomm,,Khomm,Farfin,Planet,Industrial,,,Khommite,,,Deep Core,,,,
Khuiumin,,Khuiumin,Moddell?,Planet,Temperate,,,Human,,,Outer Rim,,,,
Kich,2nd,Rannon,,Planet,Searing rock,,,None,None,,,,,,
Kidiet Olgo,,,,Planet,,,,,,,Core Worlds,,,,
Kidriff 5,5th,Kidriff,,Planet,Temperate,,,Human,,,,,,,
Kidron,2nd,Kidron,Elrood,Planet,Jungle,20,276,Orfite,"Human, Gamorrean",Orfa City,Outer Rim,,"Breathable, but thin",Light,
Kiffex,,Azurbani,,Planet,Temperate,,,"Kiffar, Kiffu",,,Inner Rim,,,,
Kiffu,,Azurbani,,Planet,Temperate,,,Kiffu,,,Inner Rim,,,,
Kiilimaar,,Eva-T?,,Planet,,,,,,,,,,,
Kile II,2nd,,,Planet,,,,,,,,,,,
Kilia IV,4th,Kilia,,Planet,Temperate,,,,Human (Kilian),,Unknown Regions,,,,
Killaniri,2nd,Killaniri,,Planet,Gas giant,,,,,,,,,,
Kimanan,,,Orus?,Planet,Forest,,,Furball,,,Outer Rim,,,,
King's Galquek,,Chorios,Meridian,Planet,,,,,,,Outer Rim,,,,
Kinooine,,,,Planet,Barren wastes,,,,,,,,,,
Kins,2nd,Vulpter,,Planet,Toxic rock,,,,,,Deep Core,,,,
Kintan,,,Si'Klaata Cluster,Planet,Desert wastes,,,Nikto,Strider (extinct),,,,,,
Kintoni,,,,Planet,Temperate,,,,Various,,,,,,
Kinyen,,,Farfin,Planet,Grassy plains,,,Gran,,,Inner Rim,,,,
Kip,,,,Planet,Humid,,,,,,,,,,
Kir,,,Corporate,Planet,,,,,,,Tingel Arm,,,,
Kira I (destroyed),1st,Kira,,Planet,,,,,,,,,,,
Kira II (destroyed),2nd,Kira,,Planet,,,,,,,,,,,
Kira III (destroyed),3rd,Kira,,Planet,,,,,,,,,,,
Kira IV,4th,Kira,,Planet,,,,,,,,,,,
Kirdo III,3rd,Kirdo,,Planet,Desert,,,Kitonak,Chooba,,,,,,
Kirian,3rd,Tirahnn,Zeemacht Cluster,Planet,Temperate,,,,,,,,,,
Kiribi,,,,Planet,,,,,,,Core Worlds,,,,
Kirima,3rd,Kalinda,,Planet,"Mountains, ocean",35,210,None,"Human, Ishi Tib, Lyra",Verena City,,,,,
Kirrek,,Empress Teta (Koros),,Planet,,,,Human,,,Core Worlds?,,,,
Kirtania,4th,Yyrtan,,Planet,Rainforest,23,369,Araquia,Human,Kinkosa City,,,,,
Kirtarkin,,,Anoat,Planet,Urban,30,459,,Various,,Outer Rim,,Polluted,Standard,
Kiskin,,,,Planet,,,,,,,,,,,
Kismaano,,,,Planet,,,,,,,,,,,
Kissam,6th,Beshqek,,Planet,gas giant,,,,,,Deep Core,,,,
Kitel Phard,,Atrisi,,Planet,,,,Human?,,,,,,,
Kiva,,,,Planet,Barren wastes,,,Kivan,,,,,,,
Kktkt,,Koornacht Cluster,Farlax,Planet,,,,,,,Core Worlds,,,,
Klatooine,,,Dufilvian?,Planet,Desert,,,Klatooinan,,,Outer Rim,,,,
Klatoon,,,,Planet,,,,,,,,,,,
Klaymore 4-2,,,,Planet,,,,,,,,,,,
Kline Colony (Monor II),2nd,Monor,Doldur,Planet,Varied,,,Sunesi,Human,,Mid Rim,,,,
Kloper,,,,Planet,Aquatic,,,Kloperian,,,,,,,
Kluistar,,,,Planet,Temperate,,,,,,Colonies,,,,
Knolstee,,,Corporate,Planet,,,,,,,Tingel Arm,,,,
Knores,,,,Planet,,,,,,,,,,,
Koaan,,,,Planet,,,,,,,,,,,
Koba,,,,Planet,Arid,,,Human,,,,,,,
Kobal's World,,,,Planet,,,,,,,,,,,
Kobbahn,,,,Planet,,,,,,,,,,,
Kodai,,,,Planet,Ocean,,,Kodaian,,Rena,Outer Rim,,,,
Koda's World,4th,Tarin,,Planet,Varied,14,502,Tempestro,,,Outer Rim,,,,
Kodasta,7th,Essesia,Darpa,Planet,Ice,,,,,,Core Worlds,,,,
Kogan 6,,,,Planet,,,,,,,,,,,
Kojash,,Koornacht Cluster,Farlax,Planet,,,,Morath,,,Core Worlds,,,,
Kol Huro I,1st,Kol Huro,,Planet,Urban factories,,,,,,,,,,
Kol Huro II,2nd,Kol Huro,,Planet,Urban factories,,,,,,,,,,
Kol Huro III,3rd,Kol Huro,,Planet,Urban factories,,,,,,,,,,
Kol Huro IV,4th,Kol Huro,,Planet,Urban factories,,,,,,,,,,
Kol Huro V,5th,Kol Huro,,Planet,Urban factories,,,,,,,,,,
Kol Huro VI,6th,Kol Huro,,Planet,Urban factories,,,,,,,,,,
Kol Huro VII,7th,Kol Huro,,Planet,Urban factories,,,,,,,,,,
Kolatill,,Kolatill,Kathol,Planet,Temperate,28,405,,"Human, Jarell, Twi'lek",Domaz,Outer Rim,,,,
Koli,3rd,Duros,Duro (Corellian),Planet,Frozen rock,,,,,,Core Worlds,,,,
Kolos Moon,,,,Planet,,,,,,,,,,,
Kooriva,,,,Planet,Semi-tropical,,,Koorivan,,,Inner Rim,,,,
Korad,,Korad,Elrood,Planet,Rocky plains,23,381,None,"Squib, Ugor",,Outer Rim,,,,
Korbin,,Atrig,,Planet,Arid plains,28,380,Human,Hethas,Pleasant City,Outer Rim,,,,
Korda 6,6th,Korda,,Planet,Temperate,,,Kordan,,,,,,,
Kordu,,,,Planet,,,,,,,,,,,
Korev VII,7th,Korev,Zarik,Planet,,,,,,,,,,,
Korfin,1st,Feriae,Sumitra?,Planet,Barren,,,,,,Outer Rim,,,,
Korlings,,,,Planet,,,,,Human,,,,,,
Kormoran,,,,Planet,,,,,,,,,,,
Koros Minor,,Empress Teta (Koros)?,,Planet,,,,,,,Core Worlds?,,,,
Korriban,1st,Horuset,Corporate,Planet,Desolate wastes,28,780,Sith (extinct),Various,Dreshdae,Outer Rim,,Breathable,1.4 times standard,"16,890 kilometers"
Korriz,,,,Planet,,,,,,,,,,,
Korseg IV,,,,Planet,Mountains,,,,,,,,,,
Koru Neimoidia,,,,Planet,,,,,Neimoidian,,,,,,
Koss,4th,Faarlsun,,Planet,Gas Giant,,,None,None,,,,,,
Kostra,,,Kriz,Planet,,,,,,,,,,,
Kothlis,4th,Kothlis,,Planet,Semi-tropical,22,408,None,Bothan,Tal'cara,Mid Rim,,,,
Kowak,,,,Planet,,,,Kowakian Monkey-lizard,,,Outer Rim,,,,
Krake's Planet,,,,Planet,,,,,,,,,,,
Krann,,Opiteihr,,Planet,Jungle,31,162,Kluuzot,Human,,,,,,
Krant,,,,Planet,Temperate forests,,,Krantian,,,,,,,
Krant,,Both,,Planet,Temperate forests,,,Krantian,,,Mid Rim,,,,
Kraten,1st,Sacor (Outlier),Corellian,Planet,Barren rock,,,,,,Core Worlds,,,,
Krayiss Two,2nd,Krayiss,,Planet,,,,,,,,,,,
Kreeling,,,,Planet,,,,,,,,,,,
Krenhner,,,Krenhner,Planet,,,,,,,,,,,
Krevas,,,,Planet,Swamp,,,Krevaaki,,,Outer Rim,,,,
Kriekaal,2nd,Kriekaal,,Planet,Molten metal oceans,18,105,Kriek,,,,,,,
Kril'dor,,,,Planet,Gas giant,,,,,,,,,,
Krinemonen III,3rd,Krinemonen,,Planet,Oceanic,,,,,,,,,,
Kriselist,,,,Planet,Urban,,,,,,,,,,
Krizzin,4th,Algaran,,Planet,Rocky wastes,,,,,,Mid Rim,,,,
Krnay,,,,Planet,,,,Human,,,,,,,
Kroctar,,Kroctar,Shataum,Planet,,,,Kroctari,,,,,,,
Kronas,1st,Kattellyn,,Planet,Rocky wastes,,,,,,,,,,
Krykas V,,,,Planet,Mud plains,,,,,,Mid Rim,,,,
Krykis IV,4th,,,Planet,,,,,,,,,,,
Krylon,,,Gordian Reach,Planet,,,,,,,,,,,
Ksiczzic III,,,,Planet,,,,,,,,,,,
K'taktaxka,,,,Planet,Gas giant,,,None,None,,,,,,
Kuan,,Taroon,,Planet,Temperate,,,Human,,,,,,,
Kuantar,3rd,Kidron,Elrood,Planet,Gas giant,,,,,,Outer Rim,,,,
Kuar,,Kuar,,Planet,Temperate,,,Human,,,,,,,
Kuat,4th,Kuat,,Planet,Temperate,20,322,Human,,,Core Worlds,,Breathable,Standard,"10,000 kilometers"
Kubindi,5th,Ku'Bakai,Roche,Planet,Irradiated,48,420,Kubaz,Sun Beetle,,Outer Rim,,,,
Kuk'tar,2nd,Kothlis,,Planet,Searing rock,,,,,,Mid Rim,,,,
Kulthis,,,,Planet,,,,,,,,,,,
Kumru,,,Javin,Planet,,,,,,,Outer Rim,,,,
Kuna's Fist,,Kuna's Fist,Moddell,Planet,,,,,,,Outer Rim,,,,
Kuna's Horn,,Kuna's Horn,Moddell,Planet,,,,,,,Outer Rim,,,,
Kuna's Tooth,,Kuna's Tooth,Moddell,Planet,"Cool, barren wastes",17,215,Human,"Vashan, Ayrou",,Outer Rim,,Breathable,.9 Standard,
Kur,2nd,Bakura,,Planet,Molten rock,,,None,None,,Outer Rim,,,,
Kur,,,,Planet,Forest,,,,,,,,,,
Kuras I,1st,Kuras,Elrood,Planet,Rocky wastes,,,,,,Outer Rim,,,,
Kuras II,2nd,Kuras,Elrood,Planet,Desert,,,,,,Outer Rim,,,,
Kuras III,3rd,Kuras,Elrood,Planet,Volcanic,18,400,"Aganof, Pulra",,,Outer Rim,,"Volcanic, but breathable",Standard,
Kuras IV,4th,Kuras,Elrood,Planet,Frozen wastes,,,,,,Outer Rim,,,,
Kushibah,,,,Planet,Temperate,,,Kushiban,,,Outer Rim,,,,
Kutag  (Doornik-881),,Koornacht Cluster,Farlax,Planet,,,,,,,Core Worlds,,,,
Kuthul,,Honoghr,,Planet,Frozen wastes,,,None,None,,Outer Rim,,,,
Kvabja,,,,Planet,,,,,,,,,,,
K'vath 5,5th,K'vath,,Planet,,,,,,,,,,,
Kwannot,,,,Planet,,,,,,,,,,,
Kwevron,,,,Planet,Temperate plains,,,Human?,,,,,,,
Kwookrrr,,,,Planet,,,,,,,,,,,
KyLessia,,KyLessia,,Planet,Temperate,,,,,,,,,,
Kyryll's World,,,,Planet,,,,Pui-Ui,,,,,,,
K'Zar,1st,N'zoth,Farlax,Planet,Hot rock,,,,,,Core Worlds,,,,
