PlanetName,Position,System,Sector,PlanetType,Environment,Length of Day,Length of Year,Sentient Species,Other Species,Capital City,Region,World,Atmosphere,Gravity,Diameter
Carest 1,1st,Carest,,Planet,Forest,,,Jiivahar,,,,,,,
Cargamalis,,,Bruanii,Planet,,,,,,,Mid Rim,,,,
Cari,5th,Caridan,,Planet,Gas giant,,,,,,,,,,
Carida (destroyed),4th,Caridan,,Planet,Temperate,25,357,Caridan,Human,,Colonies,,Breathable,1.98 times standard,"18,324 kilometers"
Carnth,,,,Planet,Temperate,,,Human?,,,,,,,
Carosi IV (destroyed),4th,Carosus,,Planet,,,,Carosite,,,Outer Rim,,,,
Carosi IX,4th,Carosus,,Planet,Gas giant,,,None,None,,Outer Rim,,,,
Carosi VI,1st,Carosus,,Planet,Rocky desert,,,None,None,,Outer Rim,,,,
Carosi VII,2nd,Carosus,,Planet,Desolate swamp,,,None,None,,Outer Rim,,,,
Carosi VIII,3rd,Carosus,,Planet,Hot jungle,,,None,None,,Outer Rim,,,,
Carosi X,5th,Carosus,,Planet,Gas giant,,,None,None,,Outer Rim,,,,
Carosi XI,6th,Carosus,,Planet,Gas giant,,,None,None,,Outer Rim,,,,
Carosi XII,7th,Carosus,,Planet,Cool mountains,30,400,Carosite,,,Outer Rim,,,,
Carratos,,O'pahz,,Planet,Urban,,,Human (Carratosian),,,Inner Rim,,,,
Carrivar,,,,Planet,,,,Hemes Arbora,,,Unknown Regions,,,,
Carsanza,,,,Planet,,,,,,,,,,,
Cartao,,,Prackla,Planet,Temperate,,,Cranscoc,Human,,,,,,
Casfield 6,6th,,,Planet,,,,,,,,,,,
Castell,,,,Planet,,,,Gossam,,,,,,,
Cathar,,,,Planet,,,,Cathar,,,,,,,
Cathis,,,,Planet,,,,,,,,,,,
Cato Neimoidia,,,,Planet,,,,,Neimoidian,,,,,,
Cattamascar,,,,Planet,,,,,,,,,,,
Cauper,,Cauper,Tapani,Planet,,,,,,,Colonies,,,,
Caursito,,,,Planet,,,,,,,,,,,
Cavas,6th,Brentaal,Bormea,Planet,Gas giant,,,,,,Core Worlds,,,,
Cejansij,,Cejansij,,Planet,Temperate,,,,,,,,,,
Celanon,1st,Celanon,,Planet,Varied,32,387,Nalroni,"Bith, Duro, Human",Celanon City,Outer Rim,,Breathable,Standard,
Celdaru,,,,Planet,,,,,,,,,,,
Celegia,,,,Planet,Oceans,,,Celegian,,,Expansion,,,,
Centares,3rd,Centares,,Planet,Temperate,22,402,,"Human, various",Muracie,Mid Rim,,Breathable,Standard,"17,900 kilometers"
Centurious,,,,Planet,Varied,,,Human,"Sluissi, Verpine",,,,,,
Cerea,,,,Planet,Temperate forests,,,Cerean,Various,Tecave City,Mid Rim,,,,
Ceriun,,,,Planet,Arid,,,Human,,,,,,,
Cesya,,Cesya,Tapani,Planet,,,,,,,Colonies,,,,
Ceti 597,,,,Planet,,,,,,,,,,,
C-Foroon,,,,Planet,,,,,,,,,,,
Chaasch,8th,Sulorine,Sulorine,Planet,,,,,,,,,,,
Chabosh,,,,Planet,,,,,,,,,,,
Chad,,Chad,,Planet,"Swamps, mountains",20,380,Chadra-Fan,,,Outer Rim,,,,
Chad III,3rd,,,Planet,Ocean,,,"Human, Cy'een","Tsaelke, Wystoh",,Outer Rim,,,,
Chaila,,Garos,,Planet,,,,,,,,,,,
Chalacta,,,,Planet,,,,Chalactan,,,Expansion Region,,,,
Chalcedon,,,Mayagil?,Planet,Volcanic,,,ERR,,,Outer Rim,,,,
Challon,,,,Planet,Temperate,,,Human,Various,,,,,,
Chamble,,,,Planet,,,,,,,Mid Rim,,,,
Champala,,Chagri,,Planet,Aquatic,,,Chagrian,,,Inner Rim,,,,
Chandaar,,,Cronese Mandate,Planet,,,,,,,,,,,
Chandrila,2nd,Chandrila,Bormea,Planet,Varied,20,368,Human,,Hanna City,Core Worlds,,Breathable,Standard,"13,500 kilometers"
Charenthoth,,,,Planet,,,,,,,,,,,
Charis,,Charis,Kathol,Planet,,,,,,,Outer Rim,,,,
Charmath,,,Farfin,Planet,,,,,,,Inner Rim,,,,
Charros IV,4th,Charros,,Planet,"Arid, rocky mountains",,,Xi Charrian,,,,,,,
Charubah,,,,Planet,,,,Human,,,,,,,
Chateuse VII,,,,Planet,,,,Human?,,,,,,,
Chazwa,,Chazwa,Orus,Planet,Temperate plains,26,369,Human,,,Outer Rim,,,,
Cheelit,,,,Planet,,,,,,,,,,,
Chel,1st,Beshqek,,Planet,Barren rock,,,,,,Deep Core,,,,
Ch'hodos,,,,Planet,Desert,,,,"Human, Sith",,,,,,
Chibias,,,,Planet,,,,,,,Mid Rim,,,,
Chiron,,,,Planet,Temperate,,,Chironian,,,,,,,
Choi,,,,Planet,,,,Choi,,,,,,,
Cholganna,,,,Planet,Temperate forest,,,,,,Outer Rim,,,,
Chommel Minor,,,Chommel,Planet,,,,,,,,,,,
Chorax,1st,Chorax,Rachuk,Planet,"Jungle, lakes",,,,,,,,,,
Chortose,,,,Planet,,,,Chortose,,,,,,,
Chrellis,,Chrellis,,Planet,,,,,,,,,,,
Chromovon,,,,Planet,,,,,,,,,,,
Chrona,,Chrona,,Planet,Temperate plains,25,348,,,,Inner Rim,,,,
Chryya,,,,Planet,,,,,,,,,,,
Chule,2nd,Bissillirus,Trax,Planet,Barren plains,49,145,None,None,,,,,,
Churba,4th,Churba,Churba,Planet,Temperate,,,Human,,,Mid Rim,,,,
Chynoo,,,,Planet,,,,,,,,,,,
Cificap VII,,,,Planet,,,,,,,,,,,
Cilpar,,,,Planet,Jungle,,,Human,Ronk,,,,,,
Cinnatar,,,,Planet,,,,,,,,,,,
Circarpous IV,4th,Circarpous,,Planet,,,,,,,Expansion Region,,,,
Circarpous V (Mimban),5th,Circarpous,,Planet,Tropical jungle,,,"Mimbanite, Coway",,,Expansion Region,,,,
Circarpous X,10th,Circarpous,,Planet,,,,Human,,,Expansion Region,,,,
Circarpous XII,12th,Circarpous,,Planet,,,,,Human,,Expansion Region,,,,
Circarpous XIV,14th,Circarpous,,Planet,,,,,,,Expansion Region,,,,
Circumtore,,,,Planet,,,,,Shell Hutt,,,,,,
Cirra,,,Brak,Planet,,,,,,,,,,,
Cirrus,,,,Planet,Temperate,,,Human,,Ciran,,,Breathable,Standard,
Cirus II,,,,Planet,,,,,,,,,,,
Ciutric,4th,Ciutric,Ciutric Hegemony,Planet,,,,Human,,Daplona,,,,,
Claer,,,,Planet,Temperate,,,,,,Core Worlds,,,,
Clak'Dor IV,4th,Colu,Mayagil,Planet,,,,Bith,,,Outer Rim,,,,
Clak'Dor VII,7th,Colu,Mayagil,Planet,Barren,,,Bith,,,Outer Rim,,,,
Clar,,,,Planet,Arid,,,,,,,,,,
Clascvoria,4th,Ralltiir,Darpa,Planet,Barren rock,,,,,,Core Worlds,,,,
Clendora,,,,Planet,,,,,,,,,,,
Cmaoli Di,,,Brema,Planet,,,,,,,,,,,
Coachelle Prime,,Coachelle,Silly Rabbit,Planet,Temperate,,,Lepi,,,Mid Rim,,,,
Colavas,2nd,Colavas,,Planet,Gas giant,,,,,,Outer Rim,,,,
Colavas Minor,3rd,Colavas,,Planet,Gas giant,,,,,,Outer Rim,,,,
Colavas Tertiary,4th,Colavas,,Planet,Gas giant,,,,,,Outer Rim,,,,
Colla IV,4th,,,Planet,,,,Colicoid,,,Inner Rim,,,,
Colossus,5th,Belgaroth,,Planet,Gas giant,,,,,,Core Worlds,,,,
Cols,,,,Planet,Aquatic,,,,,,,,,,
Colsa,2nd,Dostra,Corporate,Planet,Barren rock,,,,,,Thandon Cluster,,,,
Columus,,,,Planet,Muddy plains,,,Columi,,,,,,,
Colunda Prime,,,,Planet,,,,,,,,,,,
Comkin Five,5th,Comkin,,Planet,,,,,,,,,,,
Commenor,,Commenor,Corellian,Planet,,,,,,,Colonies,,,,
Comra,,,Dead Zone,Planet,,,,,,,Outer Rim,,,,
Cona,,Teke Ro,Mayagil?,Planet,Tropical,,,Arcona,,,Mid Rim,,,,
Concord Dawn,,,,Planet,,,,Human?,,,,,,,
Constancia,,,,Planet,,,,Constancian,,,,,,,
Contruum,,Contruum,,Planet,Temperate,,,Human,,,Mid Rim,,,,
Contruum Six,6th,Contruum,,Planet,,,,,,,Mid Rim,,,,
Coomputu,4th,Garnib,,Planet,Rocky tundra,,,,,,,,,,
Coorimbus IV,4th,Coorimbus,Tapani,Planet,Gas giant,,,,,,Colonies,,,,
Cophrigin 5,5th,Cophrigin,,Planet,Temperate Jungle,,,,Human,,Outer Rim,,,,
Cor I,,Cor I,Tapani,Planet,,,,,,,Colonies,,,,
Cor II,,Cor II,Tapani,Planet,,,,,,,Colonies,,,,
Cor III,,Cor III,Tapani,Planet,,,,,,,Colonies,,,,
Corann,,,,Planet,,,,,,,Core Worlds,,,,
Corbos,,,,Planet,Rocky wastes,,,,,,,,,,
Cordes,,,,Planet,,,,,,,,,,,
Corellia,1st,Corellian,Corellian,Planet,Temperate,25,329,Human,"Drall, Selonian",,Core Worlds,,Breathable,Standard,"11,000 kilometers"
Corfai,,,Corellian,Planet,,,,,,,Core Worlds,,,,
Coriallis,,,,Planet,Temperate,,,,,,,,,,
Corjain,,Corjain,Kathol,Planet,,,,,,,Outer Rim,,,,
Corlass,,,,Planet,,,,Human,,Quori City,,,,,
Coronar,,,,Planet,,,,,,,,,,,
Corphelion,,,,Planet,,,,Human,,,,,,,
Corri,4th,Sacor,Corellian,Planet,Gas giant,,,,,,Core Worlds,,,,
Corroth,,,,Planet,,,,Human,,,,,,,
Corsin,,,Sesswenna,Planet,Forest,,,Human?,,,,,,,
Corstris,,,,Planet,Forest,,,,,,,,,,
Cortella,,,,Planet,,,,Human,,,,,,,
Cortina,,,,Planet,,,,,,,,,,,
Corulag,4th,Corula,Bormea,Planet,Varied,25,371,Human,,Curamalle,Core Worlds,,Breathable,Standard,"12,749 kilometers"
Coruscant (Imperial Center),6th,Coruscant,Sesswenna (Coruscant),Planet,Urban,24,368,Human,Various,Imperial City,Core Worlds,,Breathable,Standard,"12,240 kilometers"
Coruscant Rimward,,,,Planet,,,,,,,Outer Rim,,,,
Corva,,Galaan,Corva,Planet,Barren wastes,,,None,None,,Outer Rim,,,,
Corva Yag,,,Minos Cluster,Planet,,,,,,,,,,,
Corvanni IV,4th,Corvanni,Neshig,Planet,,,,Human,,,,,,,
Corvis Minor 3,3rd,Corvis Minor,Ciutric Hegemony,Planet,Semi-arid,,,Human,,,,,,,
Corvis Minor 4,4th,Corvis Minor,Ciutric Hegemony,Planet,Tropical,,,Human,,,,,,,
Corvis Minor 5,5th,Corvis Minor,Ciutric Hegemony,Planet,Gas giant,,,,,,,,,,
Cotellier,,,,Planet,Desert,,,,,,,,,,
Council,,,Anoat,Planet,,,,Nothoiin,,,Outer Rim,,,,
Courkrus (Khuiumin 4),4th,Khuiumin,,Planet,,,,,Human,,,,,,
Coveway,,,,Planet,Temperate,,,,Human,,,,,,
Coyn,2nd,Coyn,Elrood,Planet,Varied,20,380,Coynite,,En'Tra'Tal,Outer Rim,,Breathable,Standard,
Crakull,,,,Planet,,,,Croke,,,Unknown Regions,,,,
Cranan 12,12th,Cranan,,Planet,,,,,,,,,,,
Crella,,Crella,Tapani,Planet,,,,,,,Colonies,,,,
Cridark II,2nd,Cridark,,Planet,,,,Human,,,,,,,
Criton's Point,,,Pentastar Alignment,Planet,Temperate,28,400,Human,,,,,,,
Crollia,6th,Corellian,Corellian,Planet,Barren rock,,,,,,Core Worlds,,,,
Crondre,,,,Planet,Frozen glaciers,23,392,None,Various,,Mid Rim,,,,
Crustai,,Crustai,,Planet,,,,,,,Unknown Regions,,,,
Crytal Nest,,,Rayter,Planet,,,,Shashay,,,,,,,
Csilla,,,,Planet,Frozen wastes,,,Chiss,,Csaplar,Unknown Regions,,,,
Cuirilla,,,,Planet,,,,,,,,,,,
Cujicor,,,,Planet,,,,,,,,,,,
Cularin,3rd,Cularin,,Planet,Rain forest,22,300,Tarasin,Human,,Mid Rim,,,,
Culroon III,,,,Planet,,,,Human,,,,,,,
Cybloc,,,,Planet,Gas giant,,,None,None,,,,,,
Cyborrea,,Cyborrean,,Planet,,,,Cyborrean,Nek,,,,,,
Cygnus B,,,,Planet,Temperate,,,,,,,,,,
Cyimarra,,,,Planet,,,,,,,,,,,
Cyphar,,Cyphar,,Planet,,,,,,,Mid Rim,,,,
Cyrillia,,,,Planet,,,,,,,,,,,
