PlanetName,Position,System,Sector,PlanetType,Environment,Length of Day,Length of Year,Sentient Species,Other Species,Capital City,Region,World,Atmosphere,Gravity,Diameter
Tejrivozs,3rd,Riflorii,,Planet,Barren,,6562,,Various,Dozu Lam,Mid Rim,,,,
Tekurr'k,,,,Planet,,,,,,,,,,,
Tel I,1st,Tel,Brak,Planet,Barren rock,,,,,,,,,,
Tel II,2nd,Tel,Brak,Planet,Barren rock,,,,,,,,,,
Tel III,3rd,Tel,Brak,Planet,Rocky wastes,18,3960,,Various,,,,Poisonous,Standard,
Tel IV,4th,Tel,Brak,Planet,Rocky wastes,,,,,,,,,,
Telfrey,,Iskalon,,Planet,Temperate,,,Telfreyan,Human,,,,,,
Telkadis,,,,Planet,Forest,,,,,,,,,,
Tellanroaeg,,,,Planet,,,,,,,Outer Rim,,,,
Teloc Ol-sen,,,,Planet,,,,,,,,,,,
Telos,,,Kwymar,Planet,Temperate,,,Human,,Thani,Outer Rim,,,,
Telos-4,,,,Planet,Barren wastes,,,,,,,,,,
Tenek,,Mis-Tenek,,Planet,Forest,,,,,,,,,,
Tentator,,,,Planet,,,,,,,,,,,
Tentrix,,Tentrix,,Planet,,,,,,,,,,,
Tepasi,,,,Planet,,,,Human,,Unlos Tagge,,,,,
Terephon,,,Hapes Cluster,Planet,,,,Human,,,Inner Rim,,,,
Terminus,,,,Planet,Forest,,,,,,,,,,
Terra Sool,,,,Planet,Temperate plains,,,Human,,,,,,,
Tertiary Kesmere,,,Raioballo,Planet,Stormy,,,,,,Outer Rim,,,,
Tervissis,,,,Planet,,,,"Tervig, Bandie",,,,,,,
Teth,,,,Planet,,,,Human,,,,,,,
Teya IV,4th,Teya,,Planet,Temperate,,,,Various,,,,,,
Teyr,,Surric,,Planet,,,,Human (Fallanassi),,,Colonies,,,,
T'Grel,2nd,N'zoth,Farlax,Planet,Hot rock,,,,,,Core Worlds,,,,
Thabit,,Six Local Systems,,Planet,,,,,,,,,,,
Thaere Privo,2nd,Thaere,,Planet,Temperate,,,,Various,,,,,,
Thakwaa,,,,Planet,Temperate grasslands,,,Thakwaash,,,Outer Rim,,,,
Thalassia,,,,Planet,,,,,,,,,,,
Thandruss,,,,Planet,,,,Krytollak,,,,,,,
Thanta Zilbra,2nd,Thanta Zilbra,,Planet,Desert,25,348,Human,,,,,,,
Tharkos,,,,Planet,,,,,,,,,,,
Theal,,,,Planet,,,,,,,,,,,
Thebeon 8,8th,,,Planet,,,,,,,,,,,
Thermon,,,,Planet,,,,,,,,,,,
Thesme,,,Thesme,Planet,,,,,,,Outer Rim,,,,
Thila,,,,Planet,,,,,,,,,,,
Th'irus,,,,Planet,Desert,,,Th'iruckai,,,,,,,
Thisspias,,,,Planet,Temperate,,,Thisspian,,Ratamesh,Expansion Region,,,,
Thokos,,,,Planet,,,,,,,,,,,
Tholatin,,,,Planet,,,,None,None,,Mid Rim,,,,
Tholon,,,,Planet,Rocky wastes,,,,,,,,,,
Thomork,,,,Planet,,,,,,,,,,,
Thonner,4th,Thonner,Moddell,Planet,Ocean,21,312,,Human,,Outer Rim,,Breathable,.95 Standard,
Thoran,,,,Planet,,,,,Bothan,,,,,,
Thorgeld I,1st,,,Planet,,,,,,,,,,,
Thorsgild,,,,Planet,,,,,,,,,,,
Thosa,5th,Dostra,Corporate,Planet,Barren rock,,,,,,Thandon Cluster,,,,
Thosa,,,,Planet,Barren mountains,,,Draethos,,,Outer Rim,,,,
Thracior,,,,Planet,,,,Human,,,Core Worlds,,,,
Thraisai,,,,Planet,,,,,,,,,,,
Thrakia,,,,Planet,,,,Thrakian,,,,,,,
Thrang,5th,Elrood,Elrood,Planet,Gas giant,,,None,None,,Outer Rim,,,,
Threfal,,,,Planet,Temperate,,,,,,,,,,
Thrugii,,,,Planet,,,,,,,,,,,
Thule,,,,Planet,Arid savannas,,,,,,Inner Rim,,,,
Thustra,,,,Planet,Temperate,,,Sephi,,,,,Breathable,,
Thyferra,3rd,Polith,,Planet,Temperate jungles,21,479,Vratix,Human,Xozhixi,Inner Rim,,Breathable,Standard,"10,221 kilometers"
Tibrin,,Cal,,Planet,Ocean,,,Ishi Tib,,,,,,,
Tibro,,,,Planet,,,,Human,,,,,,,
Tieos,,,,Planet,,,,Human?,,,,,,,
Tierell,,,,Planet,,,,,,,,,,,
Tierfon,,,Sumitra,Planet,,,,Human,,,,,,,
Tifnyl,4th,Tifnyl,Elrood,Planet,Gas giant,,,None,None,,Outer Rim,,,,
Tiisheraan,,,,Planet,,,,Human,,,,,,,
Tililix (destroyed),,Til,,Planet,,,,Tarro,,,,,,,
Till Chorios,,,,Planet,,,,,,,,,,,
Timbra Ott,,Tiimbra Ott,Kathol,Planet,Temperate,,,,Human,,Outer Rim,,,,
Timora,,,,Planet,Temperate,,,,,Tadarc,,,,,
Tinallis,,,,Planet,Temperate,,,,,,,,,,
Tinn VI,6th,Tinn,,Planet,Gas giant,,,None,None,,Outer Rim,,,,
Tinnel IV,4th,Tinnel,Quanta,Planet,Temperate,,,Human,,Val Denn,,,,,
Tintel,,,Rayter,Planet,,,,,,,,,,,
Tirac Munda,,,,Planet,,,,Human,,,,,,,
Tiragga,,,,Planet,,,,,,,,,,,
Tirahnn,2nd,Tirahnn,Zeemacht Cluster,Planet,Temperate,28,272,Human,Various,Tirahnn,,,Breathable,Standard,"22,100 kilometers"
Tirsa,,,,Planet,,,,,,,,,,,
Tiss'sharl,,,,Planet,Jungle,,,Tiss'shar,,,,,,,
Titanicus,5th,Sacorria,Corellian,Planet,Gas giant,,,,,,Core Worlds,,,,
Tizon,,Koornacht Cluster,Farlax,Planet,,,,Yevetha,,,Core Worlds,,,,
Tocco,,Tocco,Tapani,Planet,,,,,,,Colonies,,,,
Tocoya,,,,Planet,,,,,,,,,,,
Todirium,,,,Planet,,,,,,,,,,,
Tof,,,,Planet,,,,Tof,,,Unknown Regions,,,,
Togominda,,,Yarith,Planet,,,,,,,Outer Rim,,,,
Togoria,,Thanos,,Planet,Temperate,,,Togorian,"Mosgoth, Liphon",Caross,Mid Rim,,,,
Tokmia,,,Anoat,Planet,Frozen wastes,18,220,Oku,,,Outer Rim,,Breathable,.9 Standard,
Tol,3rd,Dostra,Corporate,Planet,Barren rock,,,,,,Thandon Cluster,,,,
Tol Ado,3rd,Sil'Lume,,Planet,"Hot, barren wastes",,,None,Human. Various,,,,,,
Tolan,,,,Planet,,,,Tolanese,,,,,,,
Tollero,2nd,Atrig,,Planet,Rocky desert,,,None,None,,Outer Rim,,,,
Toloran,2nd,Panto,,Planet,Frozen,,,Tolo,Ice Dragon,,,,,,
Tomark II,2nd,Tomark,,Planet,,,,,,,,,,,
Tomik,3rd,Bacrana,Brak,Planet,Gas giant,,,,,,,,,,
Tonder,3rd,Algaran,,Planet,Volcanic,,,None,None,,Mid Rim,,,,
Toola,,Kaelta,,Planet,Frozen wastes,23,423,Whiphid,"Snow Demon, Mastmot",,Outer Rim,,,,
Toong'L,,Tund,Centrality,Planet,,,,Toong,,,Outer Rim,,,,
Toosma,4th,Tyrius,,Planet,Gas giant,,,,,,Mid Rim,,,,
Topa,,Sespe,Periphery,Planet,,,,,,,,,,,
To-phalion,,Iast?,,Planet,,,,,,,,,,,
Toprawa (Topraw),,Toprawan,Dufilvian,Planet,,,,Human,,,Outer Rim,,,,
Torina,,Torina,Elrood,Planet,Varied,,,Torine,Human,,Outer Rim,,,,
Torize,,Torize,Kathol,Planet,,,,,,,Outer Rim,,,,
Torpris,,,,Planet,,,,,,,,,,,
Torque (Torqua-na),,,Gordian Reach,Planet,,,,,,,,,,,
Torve,,,Brak,Planet,,,,,,,,,,,
Torvik,4th,Atrig,,Planet,Swamp,,,,,,Outer Rim,,,,
Tothis,,,Corporate,Planet,,,,,,,Tingel Arm,,,,
Tovarskl,,,,Planet,Grasslands,,,,,,,,,,
Toydaria,,,Hutt Space,Planet,Nutrient-muck lakes,,,Toydarian,,,Mid Rim,,,,
Traflin,,,,Planet,Tropical,,,Human,,,,,,,
Tragrud,1st,Tragrud,Periphery,Planet,,,,,,,,,,,
Trailia,,,,Planet,Tropical,,,Trailian,,,,,,,
Trallan,,,,Planet,,,,Human?,,,,,,,
Tralus,4th,Corellian,Corellian,Planet,Temperate,24,392,Human,"Drall, Selonian",,Core Worlds,,Breathable,Standard,"9,710 kilometers"
Tramanos,,,,Planet,,,,,,,,,,,
Trammen,,,Harron,Planet,,,,Human?,,,,,,,
Trammis III,3rd,Trammis,Centrality,Planet,,,,,Dinosaur,,Outer Rim,,,,
Tran Mariel,,,,Planet,,,,,,,,,,,
Trancret,,,Perkell,Planet,,,,Trancrete,,,Mid Rim,,,,
Trandosha (Hsskor),,Kashyyyk,Sumitra,Planet,Arid,,,Trandoshan,,Hsskhor,Mid Rim,,,,
Tranthellix,,,,Planet,,,,,,,,,,,
Trantor,,,,Planet,,,,,,,,,,,
Trascor,,,,Planet,,,,Shatra,,,,,,,
Trassitan,,,,Planet,,,,,,,,,,,
Traxal 1,1st,Nubus,,Planet,Hot rock,,,,,,Core Worlds,,,,
Traxal 2,2nd,Nubus,,Planet,Hot rock,,,,,,Core Worlds,,,,
Trebela,,,,Planet,,,,Human,,,,,,,
Trellar Yagen,3rd,Bovo Yagen,,Planet,Jungle,,,,,,,,,,
Tremaal,2nd,Brentaal,Bormea,Planet,Hot rock,,,,,,Core Worlds,,,,
Trenal,3rd,Tasar,,Planet,Gas giant,,,,,,Inner Rim,,,,
Trenwyth,,Trenwyth,,Planet,,,,,,,,,,,
Tresidiss,,,,Planet,Temperate,23,315,,"Herglic, Human,Krish",,,,,,
Trevi IV,4th,Trevi,Quess,Planet,Varied,28,389,,Truishii,,,,,,
Trevura,,,,Planet,,,,,,Voma,Inner Rim,,,,
Treylon II,,,,Planet,,,,,,,,,,,
Trian,,,Corporate,Planet,Temperate,,,Trianii,,,Outer Rim (Tingel Arm),,,,
Tridius,,,,Planet,,,,,,,,,,,
Trieron,3rd,Veron,Mektrun Cluster,Planet,"Frozen, oceans",,,,Human,,,,,,
Trif,,,,Planet,,,,,,,,,,,
Triffis,,,,Planet,,,,,,,Mid Rim,,,,
Trigalis,,,,Planet,Swamp,,,,,,Outer Rim,,,,
Trinka,1st,Elrood,Elrood,Planet,Hot rock,,,None,Human,,Outer Rim,,,,
Trinta,5th,Yartiv,,Planet,Swamp,,,None,Human,,Outer Rim,,,,
Triton,,,Mayagil,Planet,Airless wastes,,,Tritonite?,,,Outer Rim,,,,
Trogan,,Trogan,,Planet,Varied,32,401,,Human,,,,,,
Tro'Har,5th,Coyn,Elrood,Planet,Frozen wastes,,,None,None,,Outer Rim,,,,
Troiken,,,,Planet,Wilderness,,,Xexto,,,Outer Rim,,,,
Troos,,,,Planet,,,,,,,,,,,
Trosh,,,,Planet,,,,,,,,,,,
Troxar,,,,Planet,,,,Troxan,,,,,,,
Trulalis,,Trulalis,,Planet,Varied,23,310,Human,Issori,,Outer Rim,,,,
Trunska,,,,Planet,Rocky,,,Trunsk,,,Colonies,,,,
Truuine,1st,Truuine,,Planet,,,,,,,,,,,
Truuzdaan,,Corellian,Corellian,Planet,,,,,,,Core Worlds,,,,
Tryast,5th,Empress Teta (Koros),,Planet,Temperate,,,,,,Deep Core,,,,
Tshindral III,3rd,,,Planet,Airless rock,25,300,None,None,,,,,,
T'surr,,,,Planet,Cold deserts,,,T'surr,,,Expansion,,,,
Tsyk,,,,Planet,,,,Tsyklen,,,,,,,
Tue,1st,Kidron,Elrood,Planet,Molten plains,,,None,None,,Outer Rim,,,,
Tufar,6th,Elrood,Elrood,Planet,Frozen plains,,,,,,Outer Rim,,,,
Tujiamoor,,,,Planet,,,,,,,,,,,
Tumus,,Tumus,Tapani,Planet,,,,,,,Colonies,,,,
Tun,1st,Gacerian,,Planet,Rocky wastes,,,,,,,,,,
Tund,,Tund,Centrality,Planet,Radioactive,,,Toong?,,,Outer Rim,,,,
Turak IV,4th,,,Planet,Volcanic,,,Human?,,,,,,,
Turcan III,3rd,Turcan,Parmel,Planet,,,,,,,,,,,
Turkana,,,Hadar,Planet,,,,,,,,,,,
Tuttin IV,,Tuttin (Six Local Systems),,Planet,Temperate,,,Human,,,,,,,
Tuulab,2nd,Triitus,Corva,Planet,Temperate,18,452,,Human,,Outer Rim,,,,
Twith,,,,Planet,,,,,,,,,,,
Tyan,,Vvan,,Planet,,,,Human,,,Mid Rim,,,,
Tyed Kant,,Kantel,,Planet,Gas giant,26,335,Iagoin,,,,,,,
Tyne's Horky,,,,Planet,Desert,,,,,,,,,,
Tynna,,Tynnani,,Planet,Ocean,,,Tynnan,,Lutris,Expansion Region,,,,
Typha-Dor,,Uziel,,Planet,Temperate,,,Human,,"Ith-Dor, Sarus-Dor",,,,,
Tyshapahl,,,,Planet,,,,Human?,,,,,,,
Tythe,,,,Planet,,,,,,,,,,,
Tython,,,,Planet,,,,,,,,,,,
Tytun,5th,Gacerian,,Planet,Gas giant,,,,,,,,,,
Tzarib,,,,Planet,,,,,,,,,,,
