PlanetName,Position,System,Sector,PlanetType,Environment,Length of Day,Length of Year,Sentient Species,Other Species,Capital City,Region,World,Atmosphere,Gravity,Diameter
Medth,,,,Planet,,,,,,,,,,,
Megiddo,3rd,Endor,Moddell,Planet,Frozen ice and rock,,,,,,Outer Rim,,,,
Mekith,2nd,Prakith,,Planet,Toxic,,,,,,Deep Core,,,,
Melasaton,,,,Planet,,,,Human?,,,,,,,
Melida/Daan,,,,Planet,Rocky,,,"Melida, Daan",,Zehava,Outer Rim,,,,
Melinz,,,,Planet,Forest,,,Human,Keed,Shad,Core Worlds,,,,
Mengjini,,,,Planet,,,,,,,,,,,
Menias,1st,Metellos,,Planet,Hot rock,,,,,,Core Worlds,,,,
Menkooro,,,,Planet,,,,,,,,,,,
Mepha'as Prime,,,,Planet,,,,,,,,,,,
Mephitis,,,,Planet,Noxious,,,Mephitisian,,,,,,,
Merakai,,,,Planet,,,,,Khil,,,,,,
Meridian,,Meridian,Meridian,Planet,Radioactive wastes,,,Grissmath,,,Outer Rim,,,,
Merikon,,,,Planet,,,,,,,,,,,
Meris I,1st,Meris,Elrood,Planet,Searing rock,,,,,,Outer Rim,,,,
Meris II,2nd,Meris,Elrood,Planet,Jungle,,,,,,Outer Rim,,,,
Meris III,3rd,Meris,Elrood,Planet,Jungle,,,,,,Outer Rim,,,,
Meris V,5th,Meris,Elrood,Planet,Rocky wastes,,,,,,Outer Rim,,,,
Meris VI,6th,Meris,Elrood,Planet,Frozen wastes,,,None,None,,Outer Rim,,,,
Merisee,4th,Meris,Elrood,Planet,Temperate,24,315,"Meri, Teltior",,Caronath,Outer Rim,,Breathable,Standard,
Merkat,,Merren,,Planet,,,,,,,,,,,
Merson,,,,Planet,Temperate,,,,,,,,,,
Metalorn,,,,Planet,,,,,Various,Termin,,,,,
Metellos,4th,Metellos,,Planet,Urban,24,361,Human,,,Core Worlds,,Breathable,Standard,"12,600 kilometers"
Mexeluine,,,Javin,Planet,,,,,,,Outer Rim,,,,
M'haeli,,Plynn,,Planet,Temperate,,,H'drachi,Human,N'croth,Expansion Region,,,,
Midani,,,,Planet,,,,,,,,,,,
Miglar 2,,,,Planet,,,,,,,,,,,
Mijos,,,Anoat,Planet,Swamp,,,,Lutrillian,,Outer Rim,,,,
Mikak,1st,Tyrius,,Planet,Searing rock,,,,,,Mid Rim,,,,
Mila,,,Brak,Planet,,,,,,,,,,,
Milagro,,Milagro,,Planet,,,,,,,,,,,
Milarian,,,Trans-Nebular,Planet,Temperate,,,,,,Mid Rim,,,,
Militar,7th,Metellos,,Planet,Gas giant,,,,,,Core Worlds,,,,
Millinar,,,,Planet,Temperate,,,,,,,,,,
Milvayne,,Gyrica,,Planet,,,,,,,,,,,
Mima,,,,Planet,,,,,,,,,,,
Mima II,2nd,Lar,,Planet,Tropical,,,Bilar,,,,,,,
Mindabaal,,,,Planet,Temperate,,,Human,,,,,,,
Mindar,,,,Planet,,,,,,,,,,,
Mindavar,,Mindavar,,Planet,Temperate,,,,,,Outer Rim,,,,
Mindemir,,Mindemir,,Planet,,,,,,,,,,,
Mindor,,,,Planet,,,,,,,,,,,
Minntaa,,,,Planet,,,,,Human,,,,,,
Minntooine,,,,Planet,Ocean,,,,Quarren,,,,,,
Mirani,4th,Aramand,Brak,Planet,Gas giant,,,,,,,,,,
Mirial,,,,Planet,,,,Mirialan,,,,,,,
Mirshaf,,,,Planet,,,,Human?,,,,,,,
Mirshilan,,,,Planet,,,,,,,,,,,
Miser,1st,Bespin,Anoat,Planet,Searing rock,,,None,None,,Outer Rim,,,,
Miztoc,,,,Planet,Temperate,,,Human,,Miztoc City,,,,,
Mobus (Sanctuary),,Klasse Ephemora,,Planet,Gas giant,,,,,,Unknown Regions,,,,
Moer,,Dalon,,Planet,,,,Human,,,,,,,
Mokk IX,9th,Mokk,,Planet,,,,,,,,,,,
Molavar,,,,Planet,,,,,,,Outer Rim,,,,
Moll,1st,Rannon,,Planet,Searing rock,,,None,None,,,,,,
Moltok,,Dartibek,,Planet,Varied,,,Ho'Din,,,,,,,
Mon Eron,5th,Calamari,,Planet,,,,Various,,,Outer Rim,,,,
Mon Gazza,,,,Planet,Rocky,,,,,,,,,,
Mon Torri,,,,Planet,Frigid glaciers,,,,,,,,,,
Monastery,,,,Planet,Rain forests,,,Human,,,,,,,
Monor,1st,Monor,Doldur,Planet,,,,,,,Mid Rim,,,,
Monor II,2nd,Monor,Doldur,Planet,Foggy,28,378,Sunesu,,,Mid Rim,,,,
Montitia,,,,Planet,,,,Montitian,,,,,,,
Moonus Mandel,,,,Planet,,,,Veknoid,,,Mid Rim,,,,
Moorja,,,,Planet,Temperate,17,310,,"Human, Arcona, Ithorian",Moorjay,Inner Rim,,,,
Morado,,,,Planet,,,,Human,,,,,,,
Moraices,3rd,Feriae,Sumitra?,Planet,Barren,,,,,,Outer Rim,,,,
Morcanth,,,,Planet,,,,,,,,,,,
Morellia,,,,Planet,,,,Morellian,,,,,,,
Mores,6th,Metellos,,Planet,Gas giant,,,,,,Core Worlds,,,,
Morishim,,,,Planet,,,,Morish,,,Outer Rim,,,,
Morjakar,2nd,Cularin,,Planet,Barren,18,1140,,,,Mid Rim,,,,
"Morning's Bell (Doornik-319, Preza)",,Koornacht,Farlax,Planet,,,,,Kubaz,,Core Worlds,,,,
Morr III,,,,Planet,,,,,,,,,,,
Morseer,,Morseer,,Planet,Methane,,,Morseerian,,,,,,,
Morvogodine,,,Calaron,Planet,Temperate,,,Human,,,,,,,
Mos,1st,Dostra,Corporate,Planet,Searing rock,,,,,,Thandon Cluster,,,,
Motexx,,,,Planet,,,,,,,,,,,
Moth,1st,Naboo,Chommell,Planet,Searing Rock,,,None,None,,Mid Rim,,,,
Movris,,,Noonian,Planet,,,,,,,,,,,
Mowgle,,,,Planet,Temperate,,,Human,,,,,,,
Mozos,3rd,Empress Teta (Koros),,Planet,Temperate,,,,,,Deep Core,,,,
Mrisst,,GaTir,,Planet,Forest,20,278,Mrissi,Various,,,,,,
Mrlsst (Merlist),,Mennaalii,Tapani,Planet,Forests and swamps,22,356,Mrlssti,Human,,Colonies,,,,
Msst,,,,Planet,Forest,,,,Mistmaker,,,,,,
Mugaar,,,Javin,Planet,,,,Mugaari,,,Mid Rim,,,,
Munlali Mafir,,,,Planet,Rocky,,,Krizlaw,,,,,,,
Munto Codru,,Codru,,Planet,Temperate,,,"Codru-Ji, Wyrwulf",Human,Capital Codru,Outer Rim,,,,
Murk,1st,Murk,Moddell,Planet,Frigid,11,98,None,,,Outer Rim,,None,.5 Standard,
Murninkam,,,,Planet,,,,,,,,,,,
Muscave,7th,Coruscant,Seswenna (Coruscant),Planet,Gas giant,,,,,,Core Worlds,,,,
Muskree,3rd,Simus Minor,Colundra,Planet,Desert,24,382,,Human,Hardscrabble,Outer Rim,,Breathable,Standard,"6,200 kilomters"
Mussibir III,,,Senex?,Planet,,,,Human?,,,Outer Rim,,,,
Mustafar,,,,Planet,Volcanic,,,Mustafarian,,,,,,,
Mutanda,1st,Kiilaniri,,Planet,Varied,18,267,Horansi,Human,,,,Breathable,Light,
Muunilinst (Moneylend),,,Imperial,Planet,Temperate,,,,Human,Munn City,Outer Rim,,,,
Muzara,,Muzaran,,Planet,Temperate,28,375,Muza,Human,,Expansion,,,,
Mycroft,,,Fakir,Planet,Temperate,,,None,Human,,,,,,
Mygeeto,,,,Planet,Crystalline,,,,,,Outer Rim,,,,
Mylok IV,4th,Mylok,,Planet,,,,"Habeen, Nharwaak",,,,,,,
Myomar,,,,Planet,,,,,,,,,,,
Myrkr,,Myrkr,,Planet,Temperate,24,324,Human,"Vornskr, Ysalamiri",Hyllyard City,Inner Rim,,,,
Mytaranor,,,,Planet,,,,,,,Outer Rim,,,,
Mytus VII,7th,Mytus,Corporate,Planet,Barren,,,None,Human,,Tingel Arm,,,,
