PlanetName,Position,System,Sector,PlanetType,Environment,Length of Day,Length of Year,Sentient Species,Other Species,Capital City,Region,World,Atmosphere,Gravity,Diameter
Gerrard V,5th,Gerrard,,Planet,Varied,,,,,,Core Worlds,,,,
Gerrenthum,,,Anoat,Planet,Urban,24,370,Human,Various,,Outer Rim,,Breathable,Standard,
Gertafuu VI,6th,Gertafuu,,Planet,Frigid wastes,,,,,,,,,,
Gesaril,,Gesaril,Minos Cluster,Planet,"Swamp, jungle",19,134,Gesaril,,,,,,,
Gestron,,,,Planet,,,,,,,,,,,
Gettiarn,,Iotran,,Planet,,,,,,,,,,,
G'Hol,4th,N'zoth,Farlax,Planet,Temperate,,,,,,Core Worlds,,,,
Gholondreine-b,,,,Planet,Desert wastes,,,Human,,,,,,,
Ghorman,,Ghorman,Sern,Planet,Temperate,,,Human,,,Colonies,,,,
Gibbela,,,,Planet,Arid plains,,,,,,,,,,
Gigor,,,,Planet,Mountainous,,,Gigoran,,,,,,,
Giju,,,,Planet,,,,Herglic,,,,,,,
Gillad,2nd,Empress Teta (Koros),,Planet,Temperate,,,,,,Deep Core,,,,
Gilliana,,Gilliana,Tapani,Planet,,,,,,,Colonies,,,,
Glauheim,2nd,Marcellus,,Planet,Gas giant,,,None,None,,,,,,
Glee Anselm,,,,Planet,Aquatic,,,"Anselmi, Nautolan",,,Mid Rim,,,,
Glithnos,,,,Planet,,,,Human,,,,,,,
Glom Tho,,,Hevvrol,Planet,,,,,,,,,,,
Glottal,,,,Planet,"Forest, swamp",,,Glottalphib,,,,,,,
Glova,,Glova,,Planet,Semi-tropical,22,375,None,Human,,,,,,
Gobindi,5th,Gobindi,,Planet,Jungle,,,Gobindi,Human,Mah Dala,,,,,
Godo,,,,Planet,,,,Godoan,,,,,,,
Goelitz,,,Corporate,Planet,,,,Human?,,,Tingel Arm,,,,
Golh,,,,Planet,Aquatic,,,,,,,,,,
Golkus,,,,Planet,,,,,,,,,,,
Golm,4th,Both,,Planet,Gas giant,,,,,,Mid Rim,,,,
Golrath,,,,Planet,Volcanic,,,,,,Outer Rim,,,,
Goluud Minor,,Goluud,,Planet,Barren,,,None,None,,,,,,
Gondagali,,,,Planet,,,,,,,,,,,
Gonmore,,,,Planet,,,,,,,Outer Rim,,,,
Goratak III,3rd,,,Planet,Crystalline,,,,,,,,,,
Goravas,2nd,Kuat,,Planet,Volcanic,,,,,,Core Worlds,,,,
Gorbah,,,,Planet,,,,Human?,,,,,,,
Gorlan,2nd,Gorsh,,Planet,Desert wastes,,,,,,Outer Rim,,,,
Gorm,,,,Planet,,,,,Gorm Worm,,,,,,
Goroth Prime (Celleballen),2nd,Goroth,Trans-Nebular,Planet,Volcanic wastes,36,300,Gorothite,Human,,Mid Rim,,Variably toxic,Standard,
Gorsh,3rd,Gorsh,,Planet,Warm swamps,64,300,Orgon,Human,,Outer Rim,,"Breathable, high CO2",Heavy,
Gorta,1st,Gorsh,,Planet,Rocky wastes,,,,,,Outer Rim,,,,
Gortamni,6th,Gorsh,,Planet,Frozen plains,,,,,,Outer Rim,,,,
Gorth,4th,Gorsh,,Planet,Swamp,,,,,,Outer Rim,,,,
Gortis,5th,Kuat,,Planet,Barren rock,,,,,,Core Worlds,,,,
Gosfambling,,,,Planet,,,,Gosfambling,,,,,,,
Gotal,,,,Planet,,,,Gotal,,,,,,,
Gotida,,Goti,,Planet,,,,Human,,Jalor City,,,,,
Gowdawl,,,,Planet,,,,,,,,,,,
Gra Ploven,,,,Planet,Oceanic,,,Ploven,,,,,,,
Graal'diin,,,,Planet,,,,,,,,,,,
Grakouine,,,,Planet,,,,Human?,,,,,,,
Grall,2nd,Joralla,,Planet,Temperate,,,,,,,,,,
Grandeel,,,,Planet,,,,Human,,,,,,,
Granna,,,,Planet,,,,Grannan,,,,,,,
Granus IV,4th,Granus,,Planet,,,,,,,,,,,
Grastes,2nd,Axum,Azure (Sector Zero),Planet,Toxic,,,,,,Core Worlds,,,,
Grathus,,,,Planet,,,,,,,,,,,
Gravan Seven,,,,Planet,Volcanic wastes,,,,,,,,,,
Gravlex Med,,,Raioballo,Planet,Polluted wasteland,,,Anx,,Ozlyn Gox,Outer Rim,,,,
Greater Galam,5th,Lan,,Planet,Gas giant,,,,,,,,,,
Greater Marianas,,,,Planet,Desert,,,Human,,,,,,,
Gree,,Gree,Gree Enclave,Planet,Toxic wastes,27,360,Gree,,,,,,,
Grella,,Grella,Tapani,Planet,,,,,,,Colonies,,,,
G'rho,,,,Planet,,,,Human?,,,,,,,
Grizmallt,,,,Planet,,,,Human?,,,,,,,
Gromas,1st,Gromas,Perkell,Planet,Gas giant,,,,,,Mid Rim,,,,
Gruvia,,,,Planet,,,,Gruvian,,,,,,,
Guiteica (Kadok III-D),4th,Tertiary Kadok,Kadok Regions,Planet,Harsh,27,306,Bitthaevrian,,,,,Breathable,Standard,
Gulma,,,,Planet,Swamp,,,Gulmarid,,,,,,,
Gumbus,5th,Brentaal,Bormea,Planet,Gas giant,,,,,,Core Worlds,,,,
G'wenee,,,,Planet,Urban,,,,,,,,,,
Gyndine,,,,Planet,,,,Human?,Ethersquid,,Expansion Region,,,,
Gyosha,,,,Planet,,,,,,,Core Worlds,,,,
