PlanetName,Position,System,Sector,PlanetType,Environment,Length of Day,Length of Year,Sentient Species,Other Species,Capital City,Region,World,Atmosphere,Gravity,Diameter
Lockest IV,4th,Lockest,,Planet,,,,,,,,,,,
Logru,1st,Honoghr,,Planet,Molten rock,,,None,None,,Outer Rim,,,,
Lohopa II,2nd,Lohopa,,Planet,Urban,25,414,None,Human,,,,,,
Lok,,Karthakk,,Planet,Arid,,,Various,,,Outer Rim,,,,
Lolnar,,,,Planet,,,,,Human,,,,,,
Lomabu I,1st,Lomabu,,Planet,,,,,,,,,,,
Lomabu II,2nd,Lomabu,,Planet,,,,,,,,,,,
Lomabu III,3rd,Lomabu,,Planet,Oceanic,,,Lomabuan,,,,,,,
Lomabu IV,4th,Lomabu,,Planet,,,,,,,,,,,
Lomabu V,5th,Lomabu,,Planet,,,,,,,,,,,
Lomabu VI,6th,Lomabu,,Planet,,,,,,,,,,,
Lonatro,,Lonatro,Gree Enclave,Planet,Terraformed,22,340,Gree,,,,,,,
Londori,,,,Planet,,,,,,,,,,,
Longwind,,,Trax,Planet,,,,,,,,,,,
Loovria,,,,Planet,,,,,,,,,,,
Lorahns,,,,Planet,,,,,,,,,,,
Lorardian,,,,Planet,,,,,,,,,,,
Lorell,,,Hapes Cluster,Planet,,,,Human,,,Inner Rim,,,,
Lorenz,,Lorenz,Tapani,Planet,,,,,,,Colonies,,,,
Loretto,,,,Planet,,,,,,,,,,,
Lorimax,,,Fakir,Planet,Temperate,,,,Human,,,,,,
Lorista,,,,Planet,Temperate,,,,Zabrak,,,,,,
Loronar,,,,Planet,,,,,,,,,,,
Lorora,3rd,Chandrila,Bormea,Planet,Toxic,,,,,,Core Worlds,,,,
Lorrad,,,Allied Tion,Planet,,,,,,,Outer Rim,,,,
Lorrd,,Kanz?,Corporate?,Planet,Hot,,,Human,,,Tingel Arm,,,,
Lors,1st,Duros,Duro (Corellian),Planet,Hot rock,,,,,,Core Worlds,,,,
Lorta,,,,Planet,,,,Lortan,,,Mid Rim,,,,
Lota,,Brak,,Planet,,,,,,,,,,,
Loth,,,,Planet,,,,,Rubygrub Cyst,,,,,,
Lotide,,,Mortex,Planet,Swamps,,,,,,,,,,
Lo'Uran,,,,Planet,,,,,,,,,,,
Lowick,,Pa'Lowick,,Planet,Mountainous,,,Pa'lowick,,,,,,,
Low'n,,,,Planet,,,,Lowen,,,Mid Rim,,,,
Loxizhra,2nd,Polith,,Planet,Desert,,,,,,,,,,
Lucazec,,,,Planet,Temperate,,,Human (Fallanassi),,,,,,,
Lucrenn,,,Skine,Planet,,,,,,,,,,,
Lupani,,Lupani,Tapani,Planet,,,,,,,Colonies,,,,
Lur,,,Corporate,Planet,Frozen wastes,,,Lurian,,,Tingel Arm,,,,
Lurr,,,,Planet,,,,,,,,,,,
Lusdu,,,,Planet,,,,,,,,,,,
Lusk,,Lusk,Tapani,Planet,,,,,,,Colonies,,,,
Lutrillia,,,Yarith,Planet,Barren plains,21,380,Lutrillian,,,Outer Rim,,Breathable,Standard,
Luuq Two,2nd,,,Planet,,,,,,,,,,,
Luxior 7,7th,Luxior,,Planet,,,,,,,,,,,
Lwhekk,,Ssi'kaat,,Planet,Hot jungle,32,344,"Ssi-ruuk, P'w'eck",,,Unknown Region,,,,
Lynaria,7th,Atrig,,Planet,Methane wastes,,,None,None,,Outer Rim,,,,
Lynx,,Lynx,Tapani,Planet,,,,,,,Colonies,,,,
Lyran IV,4th,Lyran,,Planet,Rolling plains,,,,Various,,Outer Rim,,,,
Lythos Nine,9th,Lythos,,Planet,Temperate,,,,,,,,,,
