PlanetName,Position,System,Sector,PlanetType,Environment,Length of Day,Length of Year,Sentient Species,Other Species,Capital City,Region,World,Atmosphere,Gravity,Diameter
Danuta,1st,Colavas,,Planet,Barren plains,28,402,,Human,Trid,Outer Rim,,Breathable,Standard,"18,450 kilometers"
Danvar II,,,,Planet,,,,,,,,,,,
Danzer,2nd,Essesia,Darpa,Planet,Gas giant,,,,,,Core Worlds,,,,
Dar,1st,Derilyn,Elrood,Planet,Rocky wastes,,,,,,Outer Rim,,,,
Darepp,,,,Planet,,,,,,,,,,,
Dargul,,,,Planet,Temperate,,,Human,,,,,,,
Dargulli,,Kether,,Planet,,,,,,,,,,,
Darkknell,,,,Planet,Temperate,,,,Human,,,,,,
Darkon III,3rd,,,Planet,,,,,,,,,,,
Darlon,,,,Planet,,,,,,,,,,,
Darlyn Boda,,,Anoat,Planet,"Swamp, jungle",24,503,,Various,,Outer Rim,,Breathable,Standard,
Daroon,,Daroon,,Planet,,,,,,,,,,,
Dar'Or (OM973),,Dar'Or,Jospro,Planet,Sub-tropical forest,,,Ri'Dar,,,,,,,
Darsie,,,,Planet,,,,,,,,,,,
Dartessex IV,4th,,,Planet,,,,,,,,,,,
Daslkehnt,,,,Planet,,,,,,,,,,,
Datar,,,,Planet,Forest,,,Ghostling,Human,,,,,,
Dathomir,,Quellii (Dathomir),,Planet,Forest,24,491,,"Human, rancor",,Outer Rim,,,,
Daupherm,,,,Planet,Temperate,,,Human,,,,,,,
Daver Kuat,3rd,Kuat,,Planet,Temperate,,,,,,Core Worlds,,,,
Davirien,,,,Planet,,,,,,,,,,,
Davnar,,,,Planet,,,,,Kalidor,,,,,,
Dega,,Dega,Elrood,Planet,Rocky wastes,19,295,,Human,,Outer Rim,,,,
DeGerrillion,,,,Planet,,,,,,,,,,,
Deko Neimoidia,,,,Planet,,,,,Neimoidian,,,,,,
Dela,3rd,Dela,Centrality,Planet,,,,Ulorin,,,Outer Rim,,,,
Delanoth,4th,Prakith,,Planet,Gas giant,,,,,,Deep Core,,,,
Delantine,,Delantine,,Planet,,,365,,,,,,,,
Delari Prime,,Delari,Corva,Planet,Rocky desert,10,113,None,None,,Outer Rim,,,,
Delassin VI,6th,,,Planet,Ocean,,,,,,,,,,
Delaya,3rd,Alderaan,,Planet,Temperate,,,Human,,,Core Worlds,,,,
Delderaan,,,,Planet,,,,,,,,,,,
Delemede,,,,Planet,,,,Human,,Wozin,,,,,
Dellalt,,Dellalt,Tion Hegemony,Planet,Temperate,,,Swimming People,Human,,Outer Rim,,,,
Delle II,,,,Planet,,,,,,,,,,,
Delphon,,,,Planet,,,,,,,,,,,
Delrakkin,,,,Planet,,,,,,,,,,,
Delrian,2nd,,,Planet,,,,,,,,,,,
Demar,4th,Demar,Brak,Planet,Temperate,21,407,,Human,Janos,,,Breathable,Standard,
Demesel,,,Meram,Planet,Grassy plains,22,285,,Various,,,,,,
Demigue,,,,Planet,,,,,,,,,,,
Deminol,,,,Planet,,,,,,,,,,,
Demnadi,,,,Planet,,,,,,,,,,,
Demonsgate (NCW-86),,,Kathol,Planet,Volcanic,31,224,None,None,,Outer Rim,,,,
Demophon (destroyed),1st,Demophon,,Planet,Temperate,32,201,Human,,Byrne City,,,,,
Demos Four,4th,Demos,,Planet,,,,,,,,,,,
Denab,,,Sluis?,Planet,,,,,,,Outer Rim,,,,
Denava,3rd,Goroth,Trans-Nebular,Planet,Gas giant,,,,,,Mid Rim,,,,
Denbalen,4th,Goroth,Trans-Nebular,Planet,Gas giant,,,,,,Mid Rim,,,,
Denbo,,,,Planet,,,,,,,,,,,
Deneba,,Deneba,,Planet,Desert,,,,,,,,,,
De'nel,,,Brak,Planet,,,,,,,,,,,
Denevar,,,,Planet,,,,,,,,,,,
Dennaskar,,,,Planet,Forest,,,Human,,,,,,,
Denon,,,,Planet,Urban,,,,,,Expansion Region,,,,
Dentaal,,,Barma,Planet,Jungle,,,Human,,Calif City,Colonies,,,,
Denuhi VIII,,,,Planet,,,,,Baragwin,,,,,,
Derenath,6th,Beheboth,,Planet,Frozen ice,,,,,,Outer Rim,,,,
Derf,,,,Planet,,,,Human,,,,,,,
Derilyn,5th,Derilyn,Elrood,Planet,Varied,27,350,Human,"Gamorrean, Coynite, Meri, Teltior",Derilysa,Outer Rim,,Breathable,Standard,
Derr (destroyed),5th,Demophon,,Planet,,,,,,,,,,,
Derra IV,,,,Planet,,,,,,,,,,,
Derricon,,,,Planet,,,,,,,,,,,
Desargorr,,,Allied Tion,Planet,Mountainous,,,,,,Outer Rim,,,,
Desevro,,,Allied Tion,Planet,,,,,,,Outer Rim,,,,
Despayre (destroyed),,Horuz,,Planet,,,,,,,,,,,
Desstius,,,,Planet,,,,Human,,,,,,,
Destrillion,,,,Planet,,,,,,,Outer Rim,,,,
Devaron,,,,Planet,Temperate,,,"Devaronian, Devish",,,Colonies,,,,
Devato,1st,Lianna,Allied Tion,Planet,Hot rock,,,None,,,Outer Rim,,,,
Devon Four,4th,Devon,,Planet,,,,Human,,,,,,,
Deyer,2nd,Anoat,Anoat,Planet,Terraformed,28,389,,Human,,Outer Rim,,Breathable,Standard,
Deylerax,,,,Planet,,,,Enu,,,Mid Rim,,,,
Deysum III,3rd,Deysum,Trax,Planet,Toxic plains,,,,Human,Dragnoor,,,,,
Dhorian,5th,Lazerian,,Planet,Barren rock,,,None,None,,,,,,
Dilbana,,,,Planet,,,,,Hutt,,,,,,
Dilnlexa,,,,Planet,,,,,,,,,,,
Dilonexa XXIII,23rd,Dilonexa,Centrality,Planet,Temperate,,,Human?,,,Outer Rim,,,,
Dimok,,Sepan,Sepan,Planet,,,,Dimok,,,,,,,
Disim,,Epidimi,,Planet,Forests,,,Tarong,,,,,,,
Di'tai'ni,,,,Planet,Temperate,,,Tai'ni,,,,,,,
Dithanune,,,,Planet,,,,,Needle Beast,,,,,,
Di'wor,,,,Planet,,,,,,,,,,,
Dix'thaar,,,,Planet,,,,,,,,,,,
Djun,,,,Planet,,,,Human?,,,,,,,
Dles IV,4th,Dles,Periphery,Planet,Barren rock,,,,,,,,,,
Dlor 3,3rd,,,Planet,,,,,,,,,,,
DNX-N1,,,,Planet,,,,Filar-Nitzan,,,Wild Space,,,,
Doaskin,,,Anoat,Planet,,,,,,,Outer Rim,,,,
Dodz,,,,Planet,Rocky wastes,,,,Human,,,,,,
Dohu VII,7th,Dohu,,Planet,,,,Silika,,,,,,,
Doldur,,Doldur,Doldur,Planet,Temperate,,,Human,,,Mid Rim,,,,
Doli,,,,Planet,,,,,,,,,,,
Dolis 3,3rd,,,Planet,Frigid,,,,,,,,,,
Dolla,,,,Planet,,,,,,,,,,,
Dolomar,1st,Dolomar,Dolomar,Planet,Glacier,45,224,None,Human,,,,,,
Dolstan,,,Kathol,Planet,"Plains, desert",,,,Human,,Outer Rim,,,,
Dolucar,6th,Chandrila,Bormea,Planet,Gas giant,,,,,,Core Worlds,,,,
Dom-Bradden,,,,Planet,,,,Affytechan,,,,,,,
Don I,,Don I,Tapani,Planet,,,,,,,Colonies,,,,
Don II,,Don II,Tapani,Planet,,,,,,,Colonies,,,,
Donadus,,,Bamula,Planet,,,,,,,Inner Rim,,,,
Doneer'so,,Doneer'so,,Planet,,,,Doneer,,,,,,,
Doniphon,,,Kwymar,Planet,,,,,,,Outer Rim,,,,
Dononter Minor,,,,Planet,Temperate,,,,,,,,,,
Donovia,,,,Planet,Mountainous,,,Various,,,Expansion Region,,,,
Doornik-1142,,Koornacht Cluster,Farlax,Planet,,,,,,,Core Worlds,,,,
Doornik-207,,Koornacht Cluster,Farlax,Planet,,,,Corasgh,,,Core Worlds,,,,
Doornik-628A,1st,Doornik-628,Farlax,Planet,Gas giant,,,,,,Core Worlds,,,,
Doornik-628B,2nd,Doornik-628,Farlax,Planet,Acid clouds,,,,,,Core Worlds,,,,
Doornik-628C,3rd,Doornik-628,Farlax,Planet,Acid clouds,,,,,,Core Worlds,,,,
Doornik-628F,6th,Doornik-628,Farlax,Planet,Gas giant,,,,,,Core Worlds,,,,
Doornik-628G,7th,Doornik-628,Farlax,Planet,Gas giant,,,,,,Core Worlds,,,,
Doornik-628H,8th,Doornik-628,Farlax,Planet,Barren rock,,,,,,Core Worlds,,,,
Dor,4th,Endor,Moddell,Planet,Frozen rock,,,,,,Outer Rim,,,,
Dor Nameth,,,,Planet,,,,,,,,,,,
Dorajan,,,,Planet,Jungle,,,,,,,,,,
Dorcin,,,,Planet,,,,,,,,,,,
Dordolum,,,,Planet,,,,Dordol,,,,,,,
Dorella,,Dorella,Tapani,Planet,,,,,,,Colonies,,,,
Dorellia,,Dorellia,Tapani,Planet,,,,,,,Colonies,,,,
Dorin,,,,Planet,,,,Kel Dor,,,Expansion Region,,,,
Doris,,Doris,Tapani,Planet,,,,,,,Colonies,,,,
Dorlo,,,,Planet,,,,,,,,,,,
Dorlon II,2nd,Dorlon,,Planet,Volcanic wastes,,,None,,,Core Worlds,,,,
Dornea,,,,Planet,,,,Dornean,,,,,,,
Dorriella,,,,Planet,,,,Human,,,,,,,
Dorsis,,,,Planet,,,,,,,,,,,
Dorvalla,,,Cadavine,Planet,,,,,,,Outer Rim,,,,
Dorvalla,,Dorvalla,Videnda,Planet,"Cool, covered with lommite dust",,,,,,Outer Rim,,,,
Dorvalla IV,4th,Dorvalla,Videnda,Planet,,,,,,,Outer Rim,,,,
Dosha,,,,Planet,,,,Trandoshan,,,Mid Rim,,,,
Dosunn,,,,Planet,Temperate grasslands,,,,,,Outer Rim,,,,
Douglas III,3rd,Douglas,Centrality,Planet,,,,,Jackelope,,Outer Rim,,,,
D'Pur,7th,N'zoth,Farlax,Planet,Gas giant,,,,,,Core Worlds,,,,
Dra III,,,,Planet,,,,,Nashtah,,,,,,
Drackmar,,Drackmar,,Planet,,,,Drackmarian,,,,,,,
Draenell's Point,,Bissillirus,Trax,Planet,"Cool, rolling plains",37,1546,Human,Borneck,Wullerton,,,,,
Draethos,,,,Planet,,,,Draethos,,,,,,,
Dragos VI,6th,,,Planet,,,,,,,,,,,
Drall,2nd,Corellian,Corellian,Planet,Temperate forests,28,360,Drall,"Human, Selonian",,Core Worlds,,Breathable,Standard,"13,220 kilometers"
Draria,,,,Planet,,,,,,,,,,,
Dravione,,,Allied Tion,Planet,,,,,,,Outer Rim,,,,
Dreena,,,Hapes Cluster,Planet,Ocean,,,None,None,,Inner Rim,,,,
Dreffon IV,4th,,,Planet,,,,,,,,,,,
Dremulae,,,,Planet,,,,,,,,,,,
Dressel,,Dressel,,Planet,Temperate,,,Dresselian,,,Mid Rim,,,,
Dreve,,,,Planet,,,,,,,,,,,
Drexel II,2nd,Drexel,,Planet,Aquatic,,,Iskalonian (Inleshat),,,,,,,
Drexel One,1st,Drexel,,Planet,Ocean,,,,,,,,,,
D'rinba IV,4th,D'rinba,,Planet,,,,,,,,,,,
Droecil,,,,Planet,,,,,,,,,,,
Drog II,2nd,Drog,Corporate,Planet,,,,,,,Tingel Arm,,,,
Drogheda,,,,Planet,,,,,,,,,,,
Dromund Kaas,,,,Planet,,,,,,,,,,,
Drong II,2nd,Drong,,Planet,,,,Drongian,,,,,,,
Drongar,1st,Drongar,,Planet,"Swamp, jungle",23,,None,Various,,,,Humid,1.2 times Standard,"6,259 kilometers"
Dronseen,,,,Planet,,,,,,,,,,,
Druckenwell,,Druckenwell,Doldur,Planet,"Marsh, urban",32,309,Human,,Il Avali,Mid Rim,,,,
Drup I,1st,Drup's Star,,Planet,Searing Rock,,,None,None,,,,,,
Drup II,2nd,Drup's Star,,Planet,Gas Giant,,,None,None,,,,,,
Drup III,3rd,Drup's Star,,Planet,Volcanic,,,None,None,,,,,,
D'Skar,1st,Coyn,Elrood,Planet,Volcanic wastes,,,None,None,,Outer Rim,,,,
Du Hatta,,,Hutt Space,Planet,,,,Hutt,Various,,Outer Rim,,,,
Dubrava,,,,Planet,Semi-tropical swamps,,,Dubravan,"Snivvian, Human",,,,,,
Dubrillion,,,,Planet,,,,,,,Outer Rim,,,,
Duconon,3rd,Utos,Farlax,Planet,Temperate,,,,,,Core Worlds,,,,
Dulathia,,,,Planet,,,,,,,,,,,
Dulin,,,,Planet,,,,,,,,,,,
Duneeden,,,,Planet,Frigid,,,,,,,,,,
Dur Sabon,,,,Planet,Ocean,,,Dur Sabon,,,,,,,
Dura-Kahn,,,,Planet,,,,,,,,,,,
Durgeon,,,,Planet,,,,,,,,,,,
Durkteel,,,,Planet,,,,Saurin,,,Mid Rim,,,,
Duro (Duros),2nd,Duros,Duro (Corellian),Planet,Temperate,33,420,Duro,Human,Bburru Station,Core Worlds,,Toxic,Standard,"12,765 kilometers"
Duron,,,,Planet,,,,Human?,,,,,,,
Duroon,,,Corporate,Planet,Jungle,,,,Ball Creature,,Tingel Arm,,,,
Durren,,,Meridian,Planet,,,,,,,Outer Rim,,,,
Duunir,,,,Planet,Jungle,,,,,,,,,,
D'vouran,Mobile,Mobile,Mobile,Planet,Temperate,,,,Enzeen,,Mobile,,,,
Dweem,,,,Planet,,,,,,,,,,,
Dwi'kar,3rd,Kothlis,,Planet,Gas giant,,,,,,Mid Rim,,,,
Dwi'lar,5th,Kothlis,,Planet,Gas giant,,,,,,Mid Rim,,,,
Dzass IV,4th,,,Planet,,,,,,,,,,,
