PlanetName,Position,System,Sector,PlanetType,Environment,Length of Day,Length of Year,Sentient Species,Other Species,Capital City,Region,World,Atmosphere,Gravity,Diameter
Omeddyl,6th,Rhinnal,Darpa,Planet,Gas giant,,,,,,Core Worlds,,,,
Omiddelon III,3rd,,,Planet,Seasonal extremes,,,,,,,,,,
Omman,,Omman,,Planet,,,,,,Capital City,,,,,
Ompersan,,,,Planet,,,,,,,,,,,
Omwat,,,Seswenna?,Planet,Temperate,,,Omwati,,,Outer Rim,,,,
Onadax,,,Minos Cluster,Planet,,,,,,,,,,,
Onderon,,Japrael,Stenness,Planet,Temperate jungles,28,405,Human,"Dxun Beast, Dxun Devourer",,Colonies,,,,
Ondus,,,,Planet,,,,,,,,,,,
Ongella,,,,Planet,,,,,,,,,,,
Onuf,4th,Rannon,,Planet,Gas Giant,,,None,None,,,,,,
Ookbat,,,,Planet,Cavernous,,,,,,,,,,
Oolidi,,,,Planet,,,,Oolid,,,,,,,
Oon Tien,,Oon Tien,Kathol,Planet,,,,Jarell,,,Outer Rim,,,,
Ooo-sek,,,,Planet,,,,,Rodian,,,,,,
Oor VII,,,,Planet,,,,,,,,,,,
Oorn Tchis,,,,Planet,,,,Human,,,,,,,
Ootoola,,,,Planet,Aquatic,,,Fishface,,,,,,,
Oovo,,,,Planet,Gas giant,,,,,,,,,,
Ophideraan,,,,Planet,Desert,,,Human,,,,,,,
Oplovis,,,,Planet,,,,Human,,,,,,,
Oran-m,,Oranessan,,Planet,,,,,,,,,,,
Orax,,,,Planet,Crystalline,,,Shard,,,,,,,
Ord Antalaha,,,Shwuy,Planet,Temperate,28,392,,Various,,,,,,
Ord Biniir,,,,Planet,,,,,,,Outer Rim,,,,
Ord Bueri,,,,Planet,,,,,,,,,,,
Ord Canfre,,,,Planet,,,,,,,,,,,
Ord Cantrell,,,,Planet,,,,,,,,,,,
Ord Cestus (Cestus),,,,Planet,,,,X'Ting,Various,ChikatLik,Outer Rim,,,,
Ord Dorlass,,,Rayter,Planet,Temperate,,,,,,,,,,
Ord Grovner,,,,Planet,,,,,,,,,,,
Ord Ibanna,,,,Planet,Gas Giant,,,,,,,,,,
Ord Janon,,,,Planet,,,,,,,,,,,
Ord Klina,,,,Planet,,,,,,,,,,,
Ord Lithone,,,,Planet,,,,,Various,,,,,,
Ord Mantell,,Bright Jewel,Dufilvian?,Planet,Temperate,26,334,Savrip,Human,,Mid Rim,,,,
Ord Mirit,,Mirit,,Planet,,,,,,,,,,,
Ord Mynock,,,,Planet,,,,,,,,,,,
Ord Namurt,,,,Planet,,,,,,,,,,,
Ord Pardron,,Ord Pardron,Dufilvian?,Planet,Barren,,752,,Human,,Outer Rim,,,,
Ord Radama,,,,Planet,,,,Devlikk,,,Outer Rim,,,,
Ord Sabaok,,,,Planet,Temperate,,,Human,,,Core Worlds,,,,
Ord Sedra,,,Clacis,Planet,Temperate,,,Human,,,Imperial Remnant,,,,
Ord Segra,,,Doldur,Planet,,,,,,,Mid Rim,,,,
Ord Sigatt,,,,Planet,,,,,,,Outer Rim,,,,
Ord Simres,,,,Planet,,,,,,,,,,,
Ord Tessebok,,,,Planet,,,,,,,Mid Rim,,,,
Ord Thoden,,,,Planet,,,,Human,,Domitree,,,,,
Ord Tiddell,,,,Planet,Urban,,,,,Lagabee,Mid Rim,,,,
Ord Torrenze,,,,Planet,,,,,,,,,,,
Ord Traga,,,,Planet,,,,,,,,,,,
Ord Trasi,,,Dufilvian?,Planet,Varied,28,412,None,"Human, Wookiee",,Outer Rim,,,,
Ord Varee,,,,Planet,,,,,,,Mid Rim,,,,
Ord Vaug,,,,Planet,,,,,,,,,,,
Ord Vaxal,,,,Planet,,,,,,,,,,,
Ord Wylan,,,,Planet,,,,,,,,,,,
Ord Zat,,,,Planet,,,,,,,,,,,
Ordaj,5th,Hoth,Anoat,Planet,Gas giant,,,,,,Outer Rim,,,,
Ordnandell,,,,Planet,,,,,,,,,,,
Orellon II,,Bastooine,,Planet,Varied,22,404,Kentra,Human,,,,,,
Orflon,Asteroid,,,Planet,Frozen wastes,,,,Human,,,,,,
Orin,2nd,Bespin,Anoat,Planet,Volcanic wastes,,,None,None,,Outer Rim,,,,
Orinackra,,,,Planet,,,,,,,,,,,
Orinda,,,,Planet,,,,,,,,,,,
Orion IV,,,,Planet,,,,,,,,,,,
Oris,1st,Goroth,Trans-Nebular,Planet,Rocky wastes,31,,,,,Mid Rim,,,,
Orleon,,,,Planet,Muddy swamps,,,,,,,,,,
Orline,3rd,Caridan,,Planet,Methane seas,,,,,,,,,,
Orma,,,,Planet,,,,,,,,,,,
Orn Kios,,,Yarith,Planet,Aquatic,,,,,,Outer Rim,,,,
Orooturoo,,,Koornacht Cluster,Planet,,,,,,,Core Worlds,,,,
Orroman,,,,Planet,,,,,,,,,,,
Orron III,,,Corporate,Planet,Temperate,,,Human,,,Tingel Arm,,,,
Orryxia,,Orryxia,,Planet,,,,Orryxian,,,,,,,
Orto,,Orto,Sluis,Planet,Cold,24,589,Ortolan,,,Outer Rim,,,,
Orvax IV,4th,Orvax,,Planet,,,,,,,,,,,
Osarian,,,,Planet,Temperate,,,Osarian,Human,Osa-Prime,Expansion Region,,,,
Oseon 2795,Asteroid 2795,Oseon,Centrality,Planet,Rocky wastes,,,None,None,,Outer Rim,,,,
Oseon 5631,Asteroid 5631,Oseon,Centrality,Planet,,,,,,,Outer Rim,,,,
Oseon 5792,Asteroid 5792,Oseon,Centrality,Planet,Rocky wastes,,,None,None,,Outer Rim,,,,
Oseon 6845,Asteroid 6845,Oseon,Centrality,Planet,Rocky wastes,,,None,None,,Outer Rim,,,,
Oseon 8920,Asteroid 8920,Oseon,Centrality,Planet,,,,,,,Outer Rim,,,,
Oshetti IV,4th,Oshetti,,Planet,,,,,,,,,,,
Osirrag,,Osirrag,Elrood,Planet,Varied,,,,Human,,Outer Rim,,,,
Oslumpex V,,,Corporate?,Planet,,,,Human?,,,Tingel Arm,,,,
Ossel II,,,,Planet,Swamp,,,Ossan,Cucul,,,,,,
Osseriton,1st,Osseriton,,Planet,,,,,Hemes Arbora,,Unknown Regions,,,,
Ossus,3rd,Adegan,Auril,Planet,Temperate,31,299,Ysanna,,,Outer Rim,,,,
Ota,,,,Planet,Frozen wastes,,,Snogar,Human,,,,,,
Otranto,,,,Planet,,,,,,,,,,,
Otunia,,,,Planet,Arid,,,,,,,,,,
Outer Los,5th,Recopi,,Planet,Ice,,,,,,Core Worlds,,,,
Outpost,5th,Bissillirus,Trax,Planet,Frozen ammonia wastes,,,None,None,,,,,,
Ova,,,,Planet,,,,,,,,,,,
Ovise I,1st,Ovise,Moddell,Planet,,,,,,,Outer Rim,,,,
Ovise II,2nd,Ovise,Moddell,Planet,,,,,,,Outer Rim,,,,
Ovise III,3rd,Ovise,Moddell,Planet,Urban,26,372,Human,"Vashan, Ayrou",,Outer Rim,,Breathable,1.05 times Standard,
Ovise IV,4th,Ovise,Moddell,Planet,,,,,,,Outer Rim,,,,
Ovise V,5th,Ovise,Moddell,Planet,Gas giant,,,,,,Outer Rim,,,,
Ovrax IV,,,,Planet,,,,,,,,,,,
Ozu,,,Anoat,Planet,Temperate plains,,,,,,Outer Rim,,,,
